,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
218,11,2012-01-12,74,47,61, 8,52,56,4, 0,0725,1746,Not_MO,0.0,0.00,29.79,29.84,10.8,24,11.4
219,12,2012-01-12,74,49,62,M,53,58,3, 0,-,-,MO,0.0,0.00,29.79,29.84,10.0,24,10.5
220,13,2012-01-12,40,-1,20,M,3,18,45, 0,-,-,MO,M,0.00,24.24,30.23, 3.2,25,6.5
221,14,2012-01-12,37,18,28,-8,2,22,37, 0,0739,1738,MO,0.0,0.00,28.76,30.16,16.8,32,17.3
222,15,2012-01-12,32,26,29, 9,26,28,36, 0,0716,1632,Not_MO,3.7,0.34,29.44,29.78, 6.9,04,7.7
223,16,2012-01-12,41,31,36,M,34,36,29, 0,-,-,Not_MO,M,0.98,29.64,29.70, 10.0,04,12.5
224,17,2012-01-12,35,23,29,M,7,22,36, 0,-,-,MO,0.0,0.00,29.46,30.14, 5.3,30,7.2
225,18,2012-01-12,42,29,36,-9,14,29,29, 0,0730,1741,MO,0.0,0.00,29.70,30.20,12.6,32,12.9
226,19,2012-01-12,36,20,28, 8,M,M,37, 0,0721,1639,Not_MO,6.1,0.35,28.72,M,13.2,34,14.1
227,20,2012-01-12,43,27,35,M,13,28,30, 0,-,-,MO,0.0,0.00,29.48,30.18,13.2,32,14.4
228,1,2012-01-13,50,30,40,M,27,32,25, 0,-,-,Not_MO,M,0.02,29.24,29.41, 8.7,24,12.7
229,2,2012-01-13,40,24,32, 8,24,28,33, 0,0715,1638,Not_MO,  T,0.09,28.30,29.40, 9.7,24,15.8
230,3,2012-01-13,48,20,34,-2,10,26,31, 0,0734,1730,MO,0.0,0.00,29.41,30.16, 3.5,23,5.6
231,4,2012-01-13,58,32,45,-6,22,36,20, 0,0728,1751,MO,0.0,0.00,29.59,30.30, 1.6,28,3.9
232,6,2012-01-13,59,26,43,-6,23,35,22, 0,0728,1751,MO,0.0,0.00,29.77,30.30, 2.1,21,3.7
233,7,2012-01-13,52,17,35,M,17,28,30, 0,-,-,MO,0.0,0.00,28.76,30.18, 5.9,22,6.5
234,8,2012-01-13,55,30,M,M,26,36,M,M,-,-,MO,M,0.00,29.94,M, 1.6,23,2.4
235,9,2012-01-13,14,8,11,M,4,10,54, 0,-,-,Not_MO,M,  T,29.23,30.02, 6.0,32,7.6
236,10,2012-01-13,65,43,54,M,23,39,11, 0,0724,1747,MO,M,0.00,30.06,30.12, 8.6,29,9.3
237,11,2012-01-13,63,38,51,-2,21,37,14, 0,0725,1746,MO,0.0,0.00,30.04,30.13, 9.6,28,10.0
238,12,2012-01-13,65,42,54,M,22,39,11, 0,-,-,MO,0.0,0.00,30.03,30.12, 9.5,29,10.3
239,13,2012-01-13,44,19,32,M,7,25,33, 0,-,-,MO,M,0.00,24.23,30.11, 7.4,26,8.6
240,14,2012-01-13,52,18,35,-1,15,27,30, 0,0739,1739,MO,0.0,0.00,28.74,30.17, 4.4,23,5.8
241,15,2012-01-13,36,26,31,11,25,28,34, 0,0716,1634,Not_MO,0.0,0.11,29.00,29.38, 5.2,25,6.9
242,16,2012-01-13,54,30,42,M,27,33,23, 0,-,-,Not_MO,M,0.06,29.28,29.38, 9.6,24,13.5
243,17,2012-01-13,49,15,32,M,10,25,33, 0,-,-,MO,0.0,0.00,29.48,30.19, 2.0,22,2.2
244,18,2012-01-13,56,28,42,-3,24,35,23, 0,0730,1742,MO,0.0,0.00,29.70,30.23, 3.8,20,3.9
245,19,2012-01-13,22,18,20, 0,14,19,45, 0,0721,1640,Not_MO,0.6,0.05,29.11,29.84,11.0,30,11.1
246,20,2012-01-13,57,27,42,M,21,35,23, 0,-,-,MO,0.0,0.00,29.50,30.22, 3.4,21,4.0
247,1,2012-01-14,35,14,25,M,12,23,40, 0,-,-,MO,M,0.00,29.58,29.81,11.1,28,12.5
248,2,2012-01-14,28,12,20,-3,8,19,45, 0,0714,1639,MO,0.0,0.00,28.64,29.81,16.1,27,16.7
249,3,2012-01-14,55,31,43, 7,21,34,22, 0,0734,1731,MO,0.0,0.00,29.47,30.20, 5.1,29,6.7
250,4,2012-01-14,67,31,49,-2,24,M,16, 0,0728,1752,MO,0.0,0.00,29.62,M, 1.5,21,1.9
251,6,2012-01-14,66,22,44,-5,25,36,21, 0,0728,1752,MO,0.0,0.00,29.80,30.35, 4.1,21,4.4
252,7,2012-01-14,57,29,43,M,16,33,22, 0,-,-,MO,0.0,0.00,28.83,30.23, 2.6,32,7.8
253,8,2012-01-14,63,30,M,M,30,39,M,M,-,-,MO,M,0.00,29.99,M, 4.0,22,4.6
254,9,2012-01-14,21,6,14,M,9,13,51, 0,-,-,Not_MO,M,0.01,29.31,30.10, 4.7,14,5.3
255,10,2012-01-14,57,37,47,M,21,37,18, 0,0724,1748,MO,M,0.00,30.27,30.31, 7.3,31,8.4
256,11,2012-01-14,56,29,43,-10,21,34,22, 0,0724,1747,MO,0.0,0.00,30.27,30.31, 5.6,30,6.1
257,12,2012-01-14,56,33,45,M,22,36,20, 0,-,-,MO,0.0,0.00,30.26,30.31, 7.8,31,8.4
258,13,2012-01-14,53,20,37,M,12,30,28, 0,-,-,MO,M,0.00,24.24,30.08, 8.0,20,9.4
259,14,2012-01-14,58,29,44, 8,15,33,21, 0,0739,1740,MO,0.0,0.00,28.81,30.22, 2.9,34,7.6
260,15,2012-01-14,31,5,18,-2,10,19,47, 0,0715,1635,MO,0.0,0.00,29.34,29.80,11.0,30,12.3
261,16,2012-01-14,35,15,25,M,12,23,40, 0,-,-,MO,M,0.00,29.62,29.78,10.9,28,12.3
262,17,2012-01-14,56,23,40,M,19,31,25, 0,-,-,MO,0.0,0.00,29.54,30.23, 0.9,29,2.6
263,18,2012-01-14,67,37,52, 7,28,40,13, 0,0730,1743,MO,0.0,0.00,29.73,30.26, 2.5,19,4.3
264,19,2012-01-14,21,14,18,-2,9,15,47, 0,0720,1641,Not_MO,0.3,0.01,29.38,30.12, 5.4,27,5.7
265,20,2012-01-14,69,42,56,M,26,42,9, 0,-,-,MO,0.0,0.00,29.53,30.25, 5.7,24,7.3
266,1,2012-01-15,16,4,10,M,-5,7,55, 0,-,-,MO,M,0.00,30.09,30.31,11.2,31,11.6
267,2,2012-01-15,13,2,8,-15,-3,5,57, 0,0714,1640,MO,0.0,0.00,29.05,30.28,13.6,31,13.8
268,3,2012-01-15,64,32,48,12,28,40,17, 0,0734,1732,MO,0.0,0.00,29.29,30.06,16.3,17,16.5
269,4,2012-01-15,64,37,51, 0,41,48,14, 0,0728,1753,MO,0.0,0.00,29.53,30.26, 2.7,18,4.4
270,6,2012-01-15,64,26,45,-4,42,46,20, 0,0728,1753,MO,0.0,  T,29.70,30.27, 6.9,18,7.0
271,7,2012-01-15,61,32,47,M,30,41,18, 0,-,-,MO,0.0,0.00,28.61,30.02,18.9,18,19.3
272,8,2012-01-15,64,34,M,M,45,49,M,M,-,-,MO,M,0.00,29.91,M, 5.6,17,5.9
273,9,2012-01-15,38,18,28,M,21,26,37, 0,-,-,Not_MO,M,0.00,29.11,29.93,11.2,14,11.3
274,10,2012-01-15,65,38,52,M,29,41,13, 0,0724,1749,MO,M,0.00,30.36,30.41, 5.2,31,7.6
275,11,2012-01-15,63,33,48,-5,27,38,17, 0,0724,1748,MO,0.0,0.00,30.35,30.41, 4.3,29,5.0
276,12,2012-01-15,64,32,48,M,30,40,17, 0,-,-,MO,0.0,0.00,30.35,30.41, 5.1,31,5.4
277,13,2012-01-15,54,33,44,M,12,33,21, 0,-,-,MO,M,0.00,24.01,29.75,11.1,22,12.1
278,14,2012-01-15,61,28,45, 9,31,40,20, 0,0739,1741,MO,0.0,0.00,28.61,30.03,14.7,17,15.1
279,15,2012-01-15,10,-1,5,-15,-7,2,60, 0,0715,1636,MO,0.0,0.00,29.85,30.31,11.2,31,11.4
280,16,2012-01-15,16,3,10,M,-5,7,55, 0,-,-,MO,M,0.00,30.10,30.27,13.8,31,13.8
281,17,2012-01-15,65,25,45,M,27,39,20, 0,-,-,MO,0.0,0.00,29.36,30.09,10.0,18,10.2
282,18,2012-01-15,65,38,52, 6,37,46,13, 0,0730,1744,MO,0.0,0.00,29.64,30.18,12.7,17,13.4
283,19,2012-01-15,30,10,20, 0,15,21,45, 0,0720,1642,Not_MO,  T,  T,29.41,30.22, 10.0,18,10.8
284,20,2012-01-15,64,41,53,M,36,46,12, 0,-,-,MO,0.0,0.00,29.44,30.17,10.4,18,10.8
285,1,2012-01-16,32,8,20,M,3,17,45, 0,-,-,Not_MO,M,0.05,30.29,30.43, 5.1,23,7.1
286,2,2012-01-16,30,4,17,-6,3,14,48, 0,0713,1641,Not_MO,2.0,0.15,29.27,30.41, 8.6,24,12.0
287,3,2012-01-16,72,56,64,28,51,56,1, 0,0734,1733,MO,0.0,0.00,29.03,29.77,19.7,19,20.0
288,4,2012-01-16,73,60,67,16,59,62,0, 2,0728,1754,Not_MO,0.0,0.00,29.33,30.05, 7.1,18,7.6
289,6,2012-01-16,76,59,68,19,61,63,0, 3,0727,1754,MO,0.0,  T,29.49,30.04,13.2,19,13.5
290,7,2012-01-16,68,51,60,M,48,53,5, 0,-,-,MO,0.0,0.00,28.41,29.80,20.6,19,20.9
291,8,2012-01-16,73,63,M,M,61,64,M,M,-,-,Not_MO,M,0.00,29.72,M,11.2,18,10.9
292,9,2012-01-16,32,20,26,M,18,24,39, 0,-,-,MO,M,0.00,29.10,29.88, 9.8,34,10.4
293,10,2012-01-16,68,42,55,M,44,50,10, 0,0724,1749,MO,M,0.00,30.42,30.44, 3.1,07,5.6
294,11,2012-01-16,68,30,49,-4,40,45,16, 0,0724,1749,MO,0.0,0.00,30.42,30.45, 3.7,10,4.1
295,12,2012-01-16,67,36,52,M,43,48,13, 0,-,-,MO,0.0,0.00,30.41,30.44, 2.5,12,3.7
296,13,2012-01-16,41,16,29,M,17,24,36, 0,-,-,Not_MO,M,0.02,23.98,29.76, 1.5,32,7.1
297,14,2012-01-16,69,52,61,25,49,53,4, 0,0738,1742,MO,0.0,0.00,28.41,29.81,19.7,20,20.0
298,15,2012-01-16,30,-5,13,-7,2,12,52, 0,0715,1637,Not_MO,  T,  T,30.03,30.40, 2.9,19,5.1
299,16,2012-01-16,32,7,20,M,4,17,45, 0,-,-,Not_MO,M,0.08,30.32,30.41, 5.5,25,8.8
300,17,2012-01-16,73,56,65,M,50,56,0, 0,-,-,MO,0.0,0.00,29.10,29.82,16.4,20,16.6
301,18,2012-01-16,70,61,66,20,57,61,0, 1,0730,1745,MO,0.0,0.00,29.42,29.96,13.3,20,13.4
302,19,2012-01-16,41,29,35,15,28,32,30, 0,0719,1644,Not_MO,0.0,0.00,29.01,29.81, 3.6,22,8.3
303,20,2012-01-16,71,61,66,M,57,61,0, 1,-,-,MO,0.0,0.00,29.23,29.96,11.0,19,11.1
304,1,2012-01-17,46,32,39,M,34,37,26, 0,-,-,Not_MO,M,0.09,29.72,29.82, 4.9,21,5.9
305,2,2012-01-17,44,30,37,14,33,35,28, 0,0713,1643,Not_MO,1.2,0.09,28.74,29.80,13.5,23,13.8
306,3,2012-01-17,66,22,44, 8,20,29,21, 0,0733,1734,MO,0.0,0.00,29.56,30.24,11.6,33,13.7
307,4,2012-01-17,74,44,59, 8,46,54,6, 0,0728,1755,Not_MO,0.0,0.00,29.46,30.12, 5.6,35,7.8
308,6,2012-01-17,75,43,59,10,48,55,6, 0,0727,1754,Not_MO,0.0,  T,29.62,30.11, 8.8,01,13.9
309,7,2012-01-17,62,24,43,M,17,27,22, 0,-,-,MO,0.0,0.00,28.90,30.27,15.2,35,16.8
310,8,2012-01-17,77,46,M,M,50,57,M,M,-,-,Not_MO,M,0.00,29.73,M, 3.7,35,9.0
311,9,2012-01-17,20,5,13,M,3,11,52, 0,-,-,Not_MO,M,  T,29.41,30.18,12.6,32,13.5
312,10,2012-01-17,76,51,64,M,50,56,1, 0,0723,1750,MO,M,0.00,30.24,30.24, 4.1,22,5.0
313,11,2012-01-17,76,40,58, 5,48,53,7, 0,0724,1750,MO,0.0,0.00,30.22,30.25, 4.4,24,4.5
314,12,2012-01-17,75,44,60,M,50,54,5, 0,-,-,MO,0.0,0.00,30.22,30.25, 3.9,22,4.2
315,13,2012-01-17,27,5,16,M,7,14,49, 0,-,-,Not_MO,M,  T,24.23,30.22, 7.2,13,8.0
316,14,2012-01-17,62,25,44, 8,17,28,21, 0,0738,1743,MO,0.0,0.00,28.89,30.25,16.4,35,17.9
317,15,2012-01-17,39,27,33,13,31,33,32, 0,0714,1638,Not_MO,1.4,0.22,29.47,29.79, 3.1,16,3.4
318,16,2012-01-17,47,31,39,M,35,37,26, 0,-,-,Not_MO,M,0.13,29.75,29.80, 6.2,21,6.9
319,17,2012-01-17,66,26,46,M,18,30,19, 0,-,-,MO,0.0,0.00,29.62,30.26, 7.0,34,8.9
320,18,2012-01-17,68,38,53, 7,35,44,12, 0,0730,1746,MO,0.0,0.00,29.68,30.18, 9.4,35,12.0
321,19,2012-01-17,37,13,25, 5,M,M,40, 0,0719,1645,Not_MO,2.3,0.16,29.16,M,13.9,34,16.3
322,20,2012-01-17,68,38,53,M,35,45,12, 0,-,-,MO,0.0,0.00,29.47,30.16, 9.2,34,13.1
323,1,2012-01-18,50,19,35,M,15,29,30, 0,-,-,Not_MO,M,  T,29.55,29.79,13.7,29,15.9
324,2,2012-01-18,46,16,31, 8,14,25,34, 0,0712,1644,MO,0.0,0.00,28.62,29.81,17.0,28,19.2
325,3,2012-01-18,45,17,31,-5,18,29,34, 0,0733,1735,MO,0.0,0.00,29.40,30.16, 5.9,18,6.5
326,4,2012-01-18,66,36,51,-1,30,42,14, 0,0728,1755,MO,0.0,0.00,29.47,30.20, 0.2,11,3.7
327,6,2012-01-18,64,35,50, 1,31,41,15, 0,0727,1755,MO,0.0,0.00,29.65,30.20, 1.6,02,7.6
328,7,2012-01-18,46,21,34,M,18,29,31, 0,-,-,MO,0.0,0.00,28.71,30.14,10.4,19,11.6
329,8,2012-01-18,63,36,M,M,35,43,M,M,-,-,MO,M,0.00,29.85,M, 1.3,35,5.0
330,9,2012-01-18,26,-1,13,M,4,11,52, 0,-,-,Not_MO,M,  T,29.13,29.95, 6.6,21,13.8
331,10,2012-01-18,64,53,59,M,54,57,6, 0,0723,1751,Not_MO,M,0.12,30.03,30.05, 4.5,24,6.5
332,11,2012-01-18,63,46,55, 2,54,55,10, 0,0724,1751,Not_MO,0.0,0.06,30.02,30.05, 4.3,24,6.4
333,12,2012-01-18,64,50,57,M,54,56,8, 0,-,-,Not_MO,0.0,0.05,30.02,30.06, 4.6,25,6.2
334,13,2012-01-18,45,14,M,M,14,28,M,M,-,-,MO,M,0.00,24.05,29.90, 4.7,19,10.0
335,14,2012-01-18,46,17,32,-4,18,28,33, 0,0738,1744,MO,0.0,0.00,28.71,30.15, 7.5,19,9.0
336,15,2012-01-18,45,13,29,10,13,24,36, 0,0713,1640,MO,0.0,  T,29.31,29.79,15.0,29,17.0
337,16,2012-01-18,51,18,35,M,16,29,30, 0,-,-,MO,M,0.01,29.58,29.76,14.3,29,16.2
338,17,2012-01-18,46,17,32,M,17,28,33, 0,-,-,MO,0.0,0.00,29.47,30.19, 3.4,18,4.2
339,18,2012-01-18,55,30,43,-3,26,37,22, 0,0729,1747,MO,0.0,0.00,29.64,30.19, 2.5,14,5.5
340,19,2012-01-18,24,6,15,-5,7,14,50, 0,0718,1646,MO,0.0,0.00,29.27,30.09, 7.8,22,9.7
341,20,2012-01-18,55,28,42,M,26,37,23, 0,-,-,MO,0.0,0.00,29.42,30.18, 1.9,11,4.6
342,1,2012-01-19,31,13,22,M,11,20,43, 0,-,-,Not_MO,M,0.02,30.03,30.18, 1.4,04,2.9
343,2,2012-01-19,26,10,18,-5,9,16,47, 0,0712,1645,Not_MO,1.3,0.14,29.02,30.13, 2.0,12,6.8
344,3,2012-01-19,54,28,41, 5,26,34,24, 0,0732,1736,MO,0.0,0.00,29.16,29.93, 3.8,01,6.8
345,4,2012-01-19,80,45,63,11,49,55,2, 0,0727,1756,MO,0.0,0.00,29.21,29.93, 4.0,20,4.3
346,6,2012-01-19,77,46,62,13,50,54,3, 0,0727,1756,MO,0.0,0.00,29.38,29.93, 9.6,20,9.7
347,7,2012-01-19,52,28,40,M,27,34,25, 0,-,-,MO,0.0,0.00,28.48,29.90, 2.3,34,10.2
348,8,2012-01-19,72,48,M,M,52,56,M,M,-,-,Not_MO,M,0.00,29.59,M, 7.3,20,7.8
349,9,2012-01-19,4,-11,-3,M,-15,-4,68, 0,-,-,MO,M,0.00,29.39,30.21, 7.8,30,8.6
350,10,2012-01-19,65,44,55,M,33,45,10, 0,0723,1752,MO,M,0.00,30.10,30.14, 3.5,36,6.9
351,11,2012-01-19,65,32,49,-4,30,40,16, 0,0724,1752,MO,0.0,0.00,30.09,30.14, 0.7,35,2.9
352,12,2012-01-19,64,34,49,M,33,42,16, 0,-,-,MO,0.0,0.00,30.08,30.14, 2.3,35,3.5
353,13,2012-01-19,60,33,47,M,25,38,18, 0,-,-,MO,M,0.00,23.95,29.66, 2.2,13,7.5
354,14,2012-01-19,54,30,42, 6,27,35,23, 0,0737,1745,MO,0.0,0.00,28.48,29.90, 4.0,36,9.4
355,15,2012-01-19,27,3,15,-4,9,15,50, 0,0713,1641,Not_MO,1.3,0.20,29.78,30.16, 1.5,14,3.7
356,16,2012-01-19,34,11,23,M,12,21,42, 0,-,-,Not_MO,M,  T,30.06,30.15, 2.9,12,7.1
357,17,2012-01-19,55,25,40,M,25,34,25, 0,-,-,MO,0.0,0.00,29.22,29.94, 3.8,03,5.7
358,18,2012-01-19,73,40,57,11,37,46,8, 0,0729,1747,MO,0.0,0.00,29.33,29.87, 3.8,14,5.4
359,19,2012-01-19,25,0,13,-7,-5,6,52, 0,0718,1647,MO,0.2,  T,29.29,30.05,12.6,29,14.0
360,20,2012-01-19,73,40,57,M,37,47,8, 0,-,-,MO,0.0,0.00,29.12,29.87, 2.9,19,5.2
361,1,2012-01-20,31,19,25,M,12,23,40, 0,-,-,Not_MO,M,0.08,29.90,30.11, 6.0,29,6.7
362,2,2012-01-20,27,15,21,-2,11,19,44, 0,0711,1646,Not_MO,1.0,0.01,28.92,30.09, 9.3,28,10.0
363,3,2012-01-20,41,23,32,-4,26,30,33, 0,0732,1737,Not_MO,0.0,  T,29.13,29.85, 8.8,34,9.2
364,4,2012-01-20,74,57,66,14,58,60,0, 1,0727,1757,Not_MO,0.0,0.00,29.14,29.83, 3.8,19,4.6
365,6,2012-01-20,75,50,63,14,60,61,2, 0,0727,1757,Not_MO,0.0,0.00,29.30,29.83, 7.6,20,7.7
366,7,2012-01-20,47,27,37,M,24,31,28, 0,-,-,Not_MO,0.0,0.00,28.46,29.84, 9.8,36,11.5
367,8,2012-01-20,77,61,M,M,61,64,M,M,-,-,Not_MO,M,0.00,29.49,M, 8.9,19,9.0
368,9,2012-01-20,11,-1,5,M,-1,4,60, 0,-,-,Not_MO,M,0.01,29.43,30.23, 1.0,14,2.9
369,10,2012-01-20,75,45,60,M,46,53,5, 0,0723,1753,MO,M,0.00,30.12,30.15, 5.8,18,6.2
370,11,2012-01-20,75,36,56, 3,42,49,9, 0,0723,1752,MO,0.0,0.00,30.11,30.15, 5.5,17,5.8
371,12,2012-01-20,76,38,57,M,46,52,8, 0,-,-,MO,0.0,0.00,30.11,30.16, 5.0,18,5.5
372,13,2012-01-20,53,34,44,M,23,35,21, 0,-,-,MO,M,0.00,24.06,29.76, 2.3,29,9.1
373,14,2012-01-20,48,28,38, 1,24,32,27, 0,0737,1746,MO,0.0,0.00,28.45,29.82, 9.4,36,11.7
374,15,2012-01-20,25,6,16,-3,8,16,49, 0,0712,1642,Not_MO,1.2,0.06,29.67,30.10, 5.5,30,5.9
375,16,2012-01-20,32,18,25,M,14,23,40, 0,-,-,Not_MO,M,0.05,29.93,30.08, 6.7,30,8.4
376,17,2012-01-20,44,26,35,M,26,31,30, 0,-,-,Not_MO,0.0,0.00,29.19,29.86, 6.0,01,6.9
377,18,2012-01-20,78,47,63,17,51,56,2, 0,0729,1748,Not_MO,0.0,0.00,29.24,29.75, 4.9,19,10.5
378,19,2012-01-20,14,-1,7,-13,M,M,58, 0,0717,1648,Not_MO,2.0,0.25,29.41,M, 6.5,33,6.8
379,20,2012-01-20,78,43,61,M,52,56,4, 0,-,-,Not_MO,0.0,0.00,29.05,29.75, 5.1,19,8.9
380,1,2012-01-21,20,13,17,M,9,16,48, 0,-,-,Not_MO,M,0.12,30.08,30.26, 5.9,01,6.0
381,2,2012-01-21,17,12,15,-8,9,14,50, 0,0710,1647,Not_MO,4.3,0.31,29.04,30.20, 6.4,03,6.7
382,3,2012-01-21,43,18,31,-5,19,26,34, 0,0732,1738,MO,0.0,0.00,29.26,30.04, 3.3,03,9.2
383,4,2012-01-21,61,43,52, 0,41,46,13, 0,0727,1758,Not_MO,0.0,0.00,29.26,29.96, 2.7,01,4.8
384,6,2012-01-21,58,43,51, 2,42,47,14, 0,0726,1758,Not_MO,0.0,0.00,29.42,29.96, 6.6,36,7.6
385,7,2012-01-21,43,19,31,M,16,26,34, 0,-,-,MO,0.0,0.00,28.56,30.00, 2.0,08,12.7
386,8,2012-01-21,70,48,M,M,48,52,M,M,-,-,Not_MO,M,0.00,29.58,M, 4.3,34,6.5
387,9,2012-01-21,23,-2,11,M,4,9,54, 0,-,-,Not_MO,M,0.00,29.28,30.13, 9.3,15,9.4
388,10,2012-01-21,73,58,66,M,53,58,0, 1,0722,1754,MO,M,0.00,30.06,30.09, 7.2,19,7.7
389,11,2012-01-21,74,50,62, 9,52,57,3, 0,0723,1753,MO,0.0,0.00,30.05,30.09, 6.9,21,7.3
390,12,2012-01-21,73,50,62,M,53,58,3, 0,-,-,MO,0.0,0.00,30.05,30.09, 6.8,20,7.2
391,13,2012-01-21,64,34,49,M,23,37,16, 0,-,-,Not_MO,M,  T,23.75,29.44,13.9,20,16.5
392,14,2012-01-21,43,21,32,-5,16,26,33, 0,0737,1747,MO,0.0,0.00,28.56,30.00, 3.0,04,10.8
393,15,2012-01-21,18,0,9,-11,6,11,56, 0,0711,1643,Not_MO,1.2,0.13,29.84,30.26, 2.6,35,2.9
394,16,2012-01-21,21,15,18,M,9,16,47, 0,-,-,Not_MO,M,0.12,30.10,30.22, 7.4,35,7.5
395,17,2012-01-21,42,20,31,M,17,27,34, 0,-,-,MO,0.0,0.00,29.33,30.05, 3.4,03,7.5
396,18,2012-01-21,51,37,44,-2,33,39,21, 0,0728,1749,MO,0.0,0.00,29.44,29.97, 5.7,36,9.7
397,19,2012-01-21,27,6,17,-3,9,15,48, 0,0716,1650,Not_MO,  T,  T,29.43,30.23, 2.1,32,6.6
398,20,2012-01-21,51,38,45,M,33,40,20, 0,-,-,MO,0.0,0.00,29.23,29.96, 6.6,36,9.4
399,1,2012-01-22,28,7,18,M,12,18,47, 0,-,-,MO,M,  T,30.34,30.54, 3.4,04,3.7
400,2,2012-01-22,28,11,20,-3,11,17,45, 0,0710,1649,MO,0.0,0.00,29.31,30.50, 4.0,04,6.0
401,3,2012-01-22,71,42,57,21,37,45,8, 0,0731,1739,Not_MO,0.0,0.00,28.89,29.60,11.0,20,18.5
402,4,2012-01-22,76,50,63,11,53,57,2, 0,0727,1759,Not_MO,0.0,0.00,29.13,29.82, 1.8,19,4.6
403,6,2012-01-22,74,43,59,10,55,56,6, 0,0726,1759,Not_MO,0.0,  T,29.29,29.81, 6.4,19,7.2
404,7,2012-01-22,68,35,52,M,34,42,13, 0,-,-,Not_MO,0.0,0.00,28.27,29.63,13.5,21,22.1
405,8,2012-01-22,79,52,M,M,57,60,M,M,-,-,Not_MO,M,0.00,29.47,M, 3.0,19,3.3
406,9,2012-01-22,27,21,24,M,21,23,41, 0,-,-,Not_MO,M,0.00,28.84,29.65, 7.1,13,8.6
407,10,2012-01-22,75,57,66,M,58,61,0, 1,0722,1755,Not_MO,M,  T,30.08,30.12, 2.4,06,5.0
408,11,2012-01-22,69,55,62, 9,59,60,3, 0,0723,1754,Not_MO,0.0,0.01,30.08,30.13, 3.4,05,6.4
409,12,2012-01-22,73,52,63,M,59,60,2, 0,-,-,Not_MO,0.0,0.00,30.07,30.13, 2.7,06,5.5
410,13,2012-01-22,45,26,36,M,12,29,29, 0,-,-,MO,M,  T,23.93,29.60,10.5,31,14.6
411,14,2012-01-22,70,34,52,15,M,M,13, 0,0736,1748,Not_MO,0.0,0.00,28.27,M,12.4,23,22.0
412,15,2012-01-22,24,-7,9,-11,4,10,56, 0,0711,1645,MO,0.0,0.00,30.11,30.54, 0.7,12,0.9
413,16,2012-01-22,29,10,20,M,12,19,45, 0,-,-,MO,M,0.00,30.36,30.51, 4.1,01,5.2
414,17,2012-01-22,72,42,57,M,37,46,8, 0,-,-,Not_MO,0.0,0.00,28.95,29.63,11.7,20,15.0
415,18,2012-01-22,80,46,63,17,43,52,2, 0,0728,1750,Not_MO,0.0,0.00,29.24,29.75, 7.5,22,14.9
416,19,2012-01-22,37,21,29, 9,M,M,36, 0,0716,1651,Not_MO,0.0,0.07,29.00,M,11.6,17,11.9
417,20,2012-01-22,80,44,62,M,42,52,3, 0,-,-,Not_MO,0.0,0.00,29.05,29.75, 6.3,23,12.9
418,1,2012-01-23,48,27,38,M,30,34,27, 0,-,-,Not_MO,M,0.12,30.15,30.25, 0.8,07,2.2
419,2,2012-01-23,47,24,36,13,29,31,29, 0,0709,1650,Not_MO,  T,0.17,29.14,30.22, 2.5,12,3.8
420,3,2012-01-23,59,32,46, 9,24,37,19, 0,0731,1740,MO,0.0,0.00,29.29,30.00, 6.2,27,7.3
421,4,2012-01-23,67,48,58, 6,37,47,7, 0,0726,1760,MO,0.0,0.00,M,M, 2.3,01,4.4
422,6,2012-01-23,66,40,53, 4,38,45,12, 0,0726,1760,MO,0.0,0.00,29.52,30.04, 5.8,02,6.3
423,7,2012-01-23,57,31,44,M,24,36,21, 0,-,-,Not_MO,0.0,0.00,28.64,30.02, 3.2,23,7.5
424,8,2012-01-23,63,46,M,M,39,48,M,M,-,-,Not_MO,M,0.00,29.67,M, 3.6,02,3.8
425,9,2012-01-23,28,21,25,M,19,23,40, 0,-,-,Not_MO,M,0.05,28.95,29.71,13.2,30,13.8
426,10,2012-01-23,79,61,70,M,59,63,0, 5,0722,1756,Not_MO,M,0.00,30.09,30.11, 2.9,16,4.7
427,11,2012-01-23,79,57,68,15,58,61,0, 3,0722,1755,Not_MO,0.0,0.00,30.08,30.11, 3.1,16,5.1
428,12,2012-01-23,80,57,69,M,60,62,0, 4,-,-,Not_MO,0.0,0.00,30.08,30.12, 2.9,18,5.0
429,13,2012-01-23,48,25,37,M,14,28,28, 0,-,-,MO,M,0.00,24.05,29.85, 6.8,15,8.2
430,14,2012-01-23,57,34,46, 9,24,36,19, 0,0736,1749,MO,0.0,0.00,28.64,M, 2.7,25,6.7
431,15,2012-01-23,32,20,26, 6,25,27,39, 0,0710,1646,Not_MO,0.0,0.31,29.91,30.24, 0.6,30,1.8
432,16,2012-01-23,47,26,37,M,33,36,28, 0,-,-,Not_MO,M,0.14,30.17,30.23, 5.4,15,5.9
433,17,2012-01-23,59,29,44,M,24,36,21, 0,-,-,Not_MO,0.0,0.00,29.36,30.03, 2.5,29,2.6
434,18,2012-01-23,62,39,51, 5,32,43,14, 0,0727,1751,MO,0.0,0.00,29.54,30.05, 1.0,36,3.8
435,19,2012-01-23,42,29,36,15,28,32,29, 0,0715,1652,Not_MO,  T,0.24,28.81,29.57,11.3,25,14.0
