,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,dayofweek,is_holiday
193,4,2012-01-11,77,38,58, 7,36,M,7, 0,0729,1749,MO,0.0,0.00,29.10,M, 3.7,29,6.3,Wed,holiday
194,6,2012-01-11,76,29,53, 4,36,45,12, 0,0728,1749,MO,0.0,0.00,29.28,29.81, 5.8,24,9.9,Wed,holiday
195,7,2012-01-11,53,28,41,M,27,34,24, 0,-,-,"SN,BR",  T,  T,28.47,29.84,12.5,34,15.8,Wed,holiday
196,8,2012-01-11,72,41,M,M,36,47,M,M,-,-,MO,M,0.00,29.45,M, 6.4,25,8.9,Wed,holiday
197,9,2012-01-11,38,14,26,M,22,25,39, 0,-,-,"SN,BR",M,  T,28.99,29.76,13.0,32,14.1,Wed,holiday
198,10,2012-01-11,75,59,67,M,55,60,0, 2,0724,1745,RA,M,0.04,29.77,29.78,10.4,20,13.0,Wed,holiday
199,11,2012-01-11,73,55,64,11,55,59,1, 0,0725,1745,RA,0.0,  T,29.75,29.78, 9.3,21,11.3,Wed,holiday
200,12,2012-01-11,76,59,68,M,56,60,0, 3,-,-,MO,0.0,  T,29.75,29.79, 8.7,22,10.8,Wed,holiday
201,13,2012-01-11,41,3,M,M,12,16,M,M,-,-,AN,M,0.01,24.24,30.15, 5.3,04,8.8,Wed,holiday
202,14,2012-01-11,56,29,43, 7,28,35,22, 0,0740,1737,AN,  T,  T,28.45,29.82,14.2,35,15.6,Wed,holiday
203,15,2012-01-11,34,21,28, 8,18,25,37, 0,0717,1631,"SN,BR",0.0,0.00,29.67,30.09, 1.1,36,3.2,Wed,holiday
204,16,2012-01-11,38,23,31,M,22,29,34, 0,-,-,MO,M,0.00,29.93,30.07, 3.2,08,5.9,Wed,holiday
205,17,2012-01-11,62,24,43,M,27,35,22, 0,-,-,"SN,BR",M,0.02,29.15,29.82, 5.7,33,5.9,Wed,holiday
206,18,2012-01-11,65,36,51, 6,39,45,14, 0,0731,1740,MO,0.0,0.00,29.26,29.76, 3.6,34,8.1,Wed,holiday
207,19,2012-01-11,55,28,42,22,29,35,23, 0,0721,1638,"BR,HZ",0.0,0.00,28.85,29.64, 0.7,21,2.5,Wed,holiday
208,20,2012-01-11,64,37,51,M,39,45,14, 0,-,-,MO,0.0,0.00,29.05,29.76, 4.4,31,9.2,Wed,holiday
209,1,2012-01-12,40,31,36,M,31,34,29, 0,-,-,AN,M,0.69,29.62,29.74,10.7,05,12.3,Thi,holiday
210,2,2012-01-12,33,30,32, 8,31,31,33, 0,0715,1637,AN,3.6,1.06,28.62,29.69,10.5,05,10.7,Thi,holiday
211,3,2012-01-12,35,21,28,-8,9,23,37, 0,0735,1729,MO,0.0,0.00,29.39,30.11,14.5,30,15.1,Thi,holiday
212,4,2012-01-12,50,33,42,-9,16,33,23, 0,0729,1750,MO,0.0,0.00,29.54,30.24, 8.2,34,8.3,Thi,holiday
213,6,2012-01-12,51,28,40,-9,18,33,25, 0,0728,1750,MO,0.0,0.00,29.70,30.22,13.3,34,13.9,Thi,holiday
214,7,2012-01-12,36,18,27,M,3,21,38, 0,-,-,MO,0.0,0.00,28.77,30.17,12.4,31,12.8,Thi,holiday
215,8,2012-01-12,54,32,M,M,20,34,M,M,-,-,MO,M,0.00,29.83,M,12.1,34,13.0,Thi,holiday
216,9,2012-01-12,16,11,14,M,5,12,51, 0,-,-,AN,M,  T,29.08,29.86,18.0,33,18.2,Thi,holiday
217,10,2012-01-12,75,52,64,M,52,58,1, 0,0724,1746,MO,M,0.00,29.80,29.84,10.7,24,11.4,Thi,holiday
218,11,2012-01-12,74,47,61, 8,52,56,4, 0,0725,1746,BR,0.0,0.00,29.79,29.84,10.8,24,11.4,Thi,holiday
219,12,2012-01-12,74,49,62,M,53,58,3, 0,-,-,MO,0.0,0.00,29.79,29.84,10.0,24,10.5,Thi,holiday
220,13,2012-01-12,40,-1,20,M,3,18,45, 0,-,-,MO,M,0.00,24.24,30.23, 3.2,25,6.5,Thi,holiday
221,14,2012-01-12,37,18,28,-8,2,22,37, 0,0739,1738,MO,0.0,0.00,28.76,30.16,16.8,32,17.3,Thi,holiday
222,15,2012-01-12,32,26,29, 9,26,28,36, 0,0716,1632,AN,3.7,0.34,29.44,29.78, 6.9,04,7.7,Thi,holiday
223,16,2012-01-12,41,31,36,M,34,36,29, 0,-,-,AN,M,0.98,29.64,29.70, 10.0,04,12.5,Thi,holiday
224,17,2012-01-12,35,23,29,M,7,22,36, 0,-,-,MO,0.0,0.00,29.46,30.14, 5.3,30,7.2,Thi,holiday
225,18,2012-01-12,42,29,36,-9,14,29,29, 0,0730,1741,MO,0.0,0.00,29.70,30.20,12.6,32,12.9,Thi,holiday
226,19,2012-01-12,36,20,28, 8,M,M,37, 0,0721,1639,AN,6.1,0.35,28.72,M,13.2,34,14.1,Thi,holiday
227,20,2012-01-12,43,27,35,M,13,28,30, 0,-,-,MO,0.0,0.00,29.48,30.18,13.2,32,14.4,Thi,holiday
228,1,2012-01-13,50,30,40,M,27,32,25, 0,-,-,"RA,BR",M,0.02,29.24,29.41, 8.7,24,12.7,Fri,holiday
229,2,2012-01-13,40,24,32, 8,24,28,33, 0,0715,1638,AN,  T,0.09,28.30,29.40, 9.7,24,15.8,Fri,holiday
230,3,2012-01-13,48,20,34,-2,10,26,31, 0,0734,1730,MO,0.0,0.00,29.41,30.16, 3.5,23,5.6,Fri,holiday
231,4,2012-01-13,58,32,45,-6,22,36,20, 0,0728,1751,MO,0.0,0.00,29.59,30.30, 1.6,28,3.9,Fri,holiday
232,6,2012-01-13,59,26,43,-6,23,35,22, 0,0728,1751,MO,0.0,0.00,29.77,30.30, 2.1,21,3.7,Fri,holiday
233,7,2012-01-13,52,17,35,M,17,28,30, 0,-,-,MO,0.0,0.00,28.76,30.18, 5.9,22,6.5,Fri,holiday
234,8,2012-01-13,55,30,M,M,26,36,M,M,-,-,MO,M,0.00,29.94,M, 1.6,23,2.4,Fri,holiday
235,9,2012-01-13,14,8,11,M,4,10,54, 0,-,-,AN,M,  T,29.23,30.02, 6.0,32,7.6,Fri,holiday
236,10,2012-01-13,65,43,54,M,23,39,11, 0,0724,1747,MO,M,0.00,30.06,30.12, 8.6,29,9.3,Fri,holiday
237,11,2012-01-13,63,38,51,-2,21,37,14, 0,0725,1746,MO,0.0,0.00,30.04,30.13, 9.6,28,10.0,Fri,holiday
238,12,2012-01-13,65,42,54,M,22,39,11, 0,-,-,MO,0.0,0.00,30.03,30.12, 9.5,29,10.3,Fri,holiday
239,13,2012-01-13,44,19,32,M,7,25,33, 0,-,-,MO,M,0.00,24.23,30.11, 7.4,26,8.6,Fri,holiday
240,14,2012-01-13,52,18,35,-1,15,27,30, 0,0739,1739,MO,0.0,0.00,28.74,30.17, 4.4,23,5.8,Fri,holiday
241,15,2012-01-13,36,26,31,11,25,28,34, 0,0716,1634,AN,0.0,0.11,29.00,29.38, 5.2,25,6.9,Fri,holiday
242,16,2012-01-13,54,30,42,M,27,33,23, 0,-,-,AN,M,0.06,29.28,29.38, 9.6,24,13.5,Fri,holiday
243,17,2012-01-13,49,15,32,M,10,25,33, 0,-,-,MO,0.0,0.00,29.48,30.19, 2.0,22,2.2,Fri,holiday
244,18,2012-01-13,56,28,42,-3,24,35,23, 0,0730,1742,MO,0.0,0.00,29.70,30.23, 3.8,20,3.9,Fri,holiday
245,19,2012-01-13,22,18,20, 0,14,19,45, 0,0721,1640,AN,0.6,0.05,29.11,29.84,11.0,30,11.1,Fri,holiday
246,20,2012-01-13,57,27,42,M,21,35,23, 0,-,-,MO,0.0,0.00,29.50,30.22, 3.4,21,4.0,Fri,holiday
247,1,2012-01-14,35,14,25,M,12,23,40, 0,-,-,MO,M,0.00,29.58,29.81,11.1,28,12.5,Sat,holiday
248,2,2012-01-14,28,12,20,-3,8,19,45, 0,0714,1639,MO,0.0,0.00,28.64,29.81,16.1,27,16.7,Sat,holiday
249,3,2012-01-14,55,31,43, 7,21,34,22, 0,0734,1731,MO,0.0,0.00,29.47,30.20, 5.1,29,6.7,Sat,holiday
250,4,2012-01-14,67,31,49,-2,24,M,16, 0,0728,1752,MO,0.0,0.00,29.62,M, 1.5,21,1.9,Sat,holiday
251,6,2012-01-14,66,22,44,-5,25,36,21, 0,0728,1752,MO,0.0,0.00,29.80,30.35, 4.1,21,4.4,Sat,holiday
252,7,2012-01-14,57,29,43,M,16,33,22, 0,-,-,MO,0.0,0.00,28.83,30.23, 2.6,32,7.8,Sat,holiday
253,8,2012-01-14,63,30,M,M,30,39,M,M,-,-,MO,M,0.00,29.99,M, 4.0,22,4.6,Sat,holiday
254,9,2012-01-14,21,6,14,M,9,13,51, 0,-,-,AN,M,0.01,29.31,30.10, 4.7,14,5.3,Sat,holiday
255,10,2012-01-14,57,37,47,M,21,37,18, 0,0724,1748,MO,M,0.00,30.27,30.31, 7.3,31,8.4,Sat,holiday
256,11,2012-01-14,56,29,43,-10,21,34,22, 0,0724,1747,MO,0.0,0.00,30.27,30.31, 5.6,30,6.1,Sat,holiday
257,12,2012-01-14,56,33,45,M,22,36,20, 0,-,-,MO,0.0,0.00,30.26,30.31, 7.8,31,8.4,Sat,holiday
258,13,2012-01-14,53,20,37,M,12,30,28, 0,-,-,MO,M,0.00,24.24,30.08, 8.0,20,9.4,Sat,holiday
259,14,2012-01-14,58,29,44, 8,15,33,21, 0,0739,1740,MO,0.0,0.00,28.81,30.22, 2.9,34,7.6,Sat,holiday
260,15,2012-01-14,31,5,18,-2,10,19,47, 0,0715,1635,MO,0.0,0.00,29.34,29.80,11.0,30,12.3,Sat,holiday
261,16,2012-01-14,35,15,25,M,12,23,40, 0,-,-,MO,M,0.00,29.62,29.78,10.9,28,12.3,Sat,holiday
262,17,2012-01-14,56,23,40,M,19,31,25, 0,-,-,MO,0.0,0.00,29.54,30.23, 0.9,29,2.6,Sat,holiday
263,18,2012-01-14,67,37,52, 7,28,40,13, 0,0730,1743,MO,0.0,0.00,29.73,30.26, 2.5,19,4.3,Sat,holiday
264,19,2012-01-14,21,14,18,-2,9,15,47, 0,0720,1641,AN,0.3,0.01,29.38,30.12, 5.4,27,5.7,Sat,holiday
265,20,2012-01-14,69,42,56,M,26,42,9, 0,-,-,MO,0.0,0.00,29.53,30.25, 5.7,24,7.3,Sat,holiday
266,1,2012-01-15,16,4,10,M,-5,7,55, 0,-,-,MO,M,0.00,30.09,30.31,11.2,31,11.6,Sun,holiday
267,2,2012-01-15,13,2,8,-15,-3,5,57, 0,0714,1640,MO,0.0,0.00,29.05,30.28,13.6,31,13.8,Sun,holiday
268,3,2012-01-15,64,32,48,12,28,40,17, 0,0734,1732,MO,0.0,0.00,29.29,30.06,16.3,17,16.5,Sun,holiday
269,4,2012-01-15,64,37,51, 0,41,48,14, 0,0728,1753,MO,0.0,0.00,29.53,30.26, 2.7,18,4.4,Sun,holiday
270,6,2012-01-15,64,26,45,-4,42,46,20, 0,0728,1753,MO,0.0,  T,29.70,30.27, 6.9,18,7.0,Sun,holiday
271,7,2012-01-15,61,32,47,M,30,41,18, 0,-,-,MO,0.0,0.00,28.61,30.02,18.9,18,19.3,Sun,holiday
272,8,2012-01-15,64,34,M,M,45,49,M,M,-,-,MO,M,0.00,29.91,M, 5.6,17,5.9,Sun,holiday
273,9,2012-01-15,38,18,28,M,21,26,37, 0,-,-,BR,M,0.00,29.11,29.93,11.2,14,11.3,Sun,holiday
274,10,2012-01-15,65,38,52,M,29,41,13, 0,0724,1749,MO,M,0.00,30.36,30.41, 5.2,31,7.6,Sun,holiday
275,11,2012-01-15,63,33,48,-5,27,38,17, 0,0724,1748,MO,0.0,0.00,30.35,30.41, 4.3,29,5.0,Sun,holiday
276,12,2012-01-15,64,32,48,M,30,40,17, 0,-,-,MO,0.0,0.00,30.35,30.41, 5.1,31,5.4,Sun,holiday
277,13,2012-01-15,54,33,44,M,12,33,21, 0,-,-,MO,M,0.00,24.01,29.75,11.1,22,12.1,Sun,holiday
278,14,2012-01-15,61,28,45, 9,31,40,20, 0,0739,1741,MO,0.0,0.00,28.61,30.03,14.7,17,15.1,Sun,holiday
279,15,2012-01-15,10,-1,5,-15,-7,2,60, 0,0715,1636,MO,0.0,0.00,29.85,30.31,11.2,31,11.4,Sun,holiday
280,16,2012-01-15,16,3,10,M,-5,7,55, 0,-,-,MO,M,0.00,30.10,30.27,13.8,31,13.8,Sun,holiday
281,17,2012-01-15,65,25,45,M,27,39,20, 0,-,-,MO,0.0,0.00,29.36,30.09,10.0,18,10.2,Sun,holiday
282,18,2012-01-15,65,38,52, 6,37,46,13, 0,0730,1744,MO,0.0,0.00,29.64,30.18,12.7,17,13.4,Sun,holiday
283,19,2012-01-15,30,10,20, 0,15,21,45, 0,0720,1642,AN,  T,  T,29.41,30.22, 10.0,18,10.8,Sun,holiday
284,20,2012-01-15,64,41,53,M,36,46,12, 0,-,-,MO,0.0,0.00,29.44,30.17,10.4,18,10.8,Sun,holiday
285,1,2012-01-16,32,8,20,M,3,17,45, 0,-,-,"SN,BR",M,0.05,30.29,30.43, 5.1,23,7.1,Mon,holiday_work
286,2,2012-01-16,30,4,17,-6,3,14,48, 0,0713,1641,AN,2.0,0.15,29.27,30.41, 8.6,24,12.0,Mon,holiday_work
287,3,2012-01-16,72,56,64,28,51,56,1, 0,0734,1733,MO,0.0,0.00,29.03,29.77,19.7,19,20.0,Mon,holiday_work
288,4,2012-01-16,73,60,67,16,59,62,0, 2,0728,1754,BR,0.0,0.00,29.33,30.05, 7.1,18,7.6,Mon,holiday_work
289,6,2012-01-16,76,59,68,19,61,63,0, 3,0727,1754,MO,0.0,  T,29.49,30.04,13.2,19,13.5,Mon,holiday_work
290,7,2012-01-16,68,51,60,M,48,53,5, 0,-,-,MO,0.0,0.00,28.41,29.80,20.6,19,20.9,Mon,holiday_work
291,8,2012-01-16,73,63,M,M,61,64,M,M,-,-,BR,M,0.00,29.72,M,11.2,18,10.9,Mon,holiday_work
292,9,2012-01-16,32,20,26,M,18,24,39, 0,-,-,MO,M,0.00,29.10,29.88, 9.8,34,10.4,Mon,holiday_work
293,10,2012-01-16,68,42,55,M,44,50,10, 0,0724,1749,MO,M,0.00,30.42,30.44, 3.1,07,5.6,Mon,holiday_work
294,11,2012-01-16,68,30,49,-4,40,45,16, 0,0724,1749,MO,0.0,0.00,30.42,30.45, 3.7,10,4.1,Mon,holiday_work
295,12,2012-01-16,67,36,52,M,43,48,13, 0,-,-,MO,0.0,0.00,30.41,30.44, 2.5,12,3.7,Mon,holiday_work
296,13,2012-01-16,41,16,29,M,17,24,36, 0,-,-,"SN,BR",M,0.02,23.98,29.76, 1.5,32,7.1,Mon,holiday_work
297,14,2012-01-16,69,52,61,25,49,53,4, 0,0738,1742,MO,0.0,0.00,28.41,29.81,19.7,20,20.0,Mon,holiday_work
298,15,2012-01-16,30,-5,13,-7,2,12,52, 0,0715,1637,AN,  T,  T,30.03,30.40, 2.9,19,5.1,Mon,holiday_work
299,16,2012-01-16,32,7,20,M,4,17,45, 0,-,-,"SN,BR",M,0.08,30.32,30.41, 5.5,25,8.8,Mon,holiday_work
300,17,2012-01-16,73,56,65,M,50,56,0, 0,-,-,MO,0.0,0.00,29.10,29.82,16.4,20,16.6,Mon,holiday_work
301,18,2012-01-16,70,61,66,20,57,61,0, 1,0730,1745,MO,0.0,0.00,29.42,29.96,13.3,20,13.4,Mon,holiday_work
302,19,2012-01-16,41,29,35,15,28,32,30, 0,0719,1644,BR,0.0,0.00,29.01,29.81, 3.6,22,8.3,Mon,holiday_work
303,20,2012-01-16,71,61,66,M,57,61,0, 1,-,-,MO,0.0,0.00,29.23,29.96,11.0,19,11.1,Mon,holiday_work
304,1,2012-01-17,46,32,39,M,34,37,26, 0,-,-,"RA,HZ,BR",M,0.09,29.72,29.82, 4.9,21,5.9,Tue,holiday
305,2,2012-01-17,44,30,37,14,33,35,28, 0,0713,1643,AN,1.2,0.09,28.74,29.80,13.5,23,13.8,Tue,holiday
306,3,2012-01-17,66,22,44, 8,20,29,21, 0,0733,1734,MO,0.0,0.00,29.56,30.24,11.6,33,13.7,Tue,holiday
307,4,2012-01-17,74,44,59, 8,46,54,6, 0,0728,1755,BR,0.0,0.00,29.46,30.12, 5.6,35,7.8,Tue,holiday
308,6,2012-01-17,75,43,59,10,48,55,6, 0,0727,1754,AN,0.0,  T,29.62,30.11, 8.8,01,13.9,Tue,holiday
309,7,2012-01-17,62,24,43,M,17,27,22, 0,-,-,MO,0.0,0.00,28.90,30.27,15.2,35,16.8,Tue,holiday
310,8,2012-01-17,77,46,M,M,50,57,M,M,-,-,"RA,BR,HZ",M,0.00,29.73,M, 3.7,35,9.0,Tue,holiday
311,9,2012-01-17,20,5,13,M,3,11,52, 0,-,-,AN,M,  T,29.41,30.18,12.6,32,13.5,Tue,holiday
312,10,2012-01-17,76,51,64,M,50,56,1, 0,0723,1750,MO,M,0.00,30.24,30.24, 4.1,22,5.0,Tue,holiday
313,11,2012-01-17,76,40,58, 5,48,53,7, 0,0724,1750,MO,0.0,0.00,30.22,30.25, 4.4,24,4.5,Tue,holiday
314,12,2012-01-17,75,44,60,M,50,54,5, 0,-,-,MO,0.0,0.00,30.22,30.25, 3.9,22,4.2,Tue,holiday
315,13,2012-01-17,27,5,16,M,7,14,49, 0,-,-,BR,M,  T,24.23,30.22, 7.2,13,8.0,Tue,holiday
316,14,2012-01-17,62,25,44, 8,17,28,21, 0,0738,1743,MO,0.0,0.00,28.89,30.25,16.4,35,17.9,Tue,holiday
317,15,2012-01-17,39,27,33,13,31,33,32, 0,0714,1638,AN,1.4,0.22,29.47,29.79, 3.1,16,3.4,Tue,holiday
318,16,2012-01-17,47,31,39,M,35,37,26, 0,-,-,AN,M,0.13,29.75,29.80, 6.2,21,6.9,Tue,holiday
319,17,2012-01-17,66,26,46,M,18,30,19, 0,-,-,MO,0.0,0.00,29.62,30.26, 7.0,34,8.9,Tue,holiday
320,18,2012-01-17,68,38,53, 7,35,44,12, 0,0730,1746,MO,0.0,0.00,29.68,30.18, 9.4,35,12.0,Tue,holiday
321,19,2012-01-17,37,13,25, 5,M,M,40, 0,0719,1645,"RA,HZ,BR",2.3,0.16,29.16,M,13.9,34,16.3,Tue,holiday
322,20,2012-01-17,68,38,53,M,35,45,12, 0,-,-,MO,0.0,0.00,29.47,30.16, 9.2,34,13.1,Tue,holiday
323,1,2012-01-18,50,19,35,M,15,29,30, 0,-,-,RA,M,  T,29.55,29.79,13.7,29,15.9,Wed,holiday
324,2,2012-01-18,46,16,31, 8,14,25,34, 0,0712,1644,MO,0.0,0.00,28.62,29.81,17.0,28,19.2,Wed,holiday
325,3,2012-01-18,45,17,31,-5,18,29,34, 0,0733,1735,MO,0.0,0.00,29.40,30.16, 5.9,18,6.5,Wed,holiday
326,4,2012-01-18,66,36,51,-1,30,42,14, 0,0728,1755,MO,0.0,0.00,29.47,30.20, 0.2,11,3.7,Wed,holiday
327,6,2012-01-18,64,35,50, 1,31,41,15, 0,0727,1755,MO,0.0,0.00,29.65,30.20, 1.6,02,7.6,Wed,holiday
328,7,2012-01-18,46,21,34,M,18,29,31, 0,-,-,MO,0.0,0.00,28.71,30.14,10.4,19,11.6,Wed,holiday
329,8,2012-01-18,63,36,M,M,35,43,M,M,-,-,MO,M,0.00,29.85,M, 1.3,35,5.0,Wed,holiday
330,9,2012-01-18,26,-1,13,M,4,11,52, 0,-,-,AN,M,  T,29.13,29.95, 6.6,21,13.8,Wed,holiday
331,10,2012-01-18,64,53,59,M,54,57,6, 0,0723,1751,"RA,BR",M,0.12,30.03,30.05, 4.5,24,6.5,Wed,holiday
332,11,2012-01-18,63,46,55, 2,54,55,10, 0,0724,1751,"RA,BR",0.0,0.06,30.02,30.05, 4.3,24,6.4,Wed,holiday
333,12,2012-01-18,64,50,57,M,54,56,8, 0,-,-,"RA,BR",0.0,0.05,30.02,30.06, 4.6,25,6.2,Wed,holiday
334,13,2012-01-18,45,14,M,M,14,28,M,M,-,-,MO,M,0.00,24.05,29.90, 4.7,19,10.0,Wed,holiday
335,14,2012-01-18,46,17,32,-4,18,28,33, 0,0738,1744,MO,0.0,0.00,28.71,30.15, 7.5,19,9.0,Wed,holiday
336,15,2012-01-18,45,13,29,10,13,24,36, 0,0713,1640,MO,0.0,  T,29.31,29.79,15.0,29,17.0,Wed,holiday
337,16,2012-01-18,51,18,35,M,16,29,30, 0,-,-,MO,M,0.01,29.58,29.76,14.3,29,16.2,Wed,holiday
338,17,2012-01-18,46,17,32,M,17,28,33, 0,-,-,MO,0.0,0.00,29.47,30.19, 3.4,18,4.2,Wed,holiday
339,18,2012-01-18,55,30,43,-3,26,37,22, 0,0729,1747,MO,0.0,0.00,29.64,30.19, 2.5,14,5.5,Wed,holiday
340,19,2012-01-18,24,6,15,-5,7,14,50, 0,0718,1646,MO,0.0,0.00,29.27,30.09, 7.8,22,9.7,Wed,holiday
341,20,2012-01-18,55,28,42,M,26,37,23, 0,-,-,MO,0.0,0.00,29.42,30.18, 1.9,11,4.6,Wed,holiday
342,1,2012-01-19,31,13,22,M,11,20,43, 0,-,-,"SN,BR",M,0.02,30.03,30.18, 1.4,04,2.9,Thi,holiday
343,2,2012-01-19,26,10,18,-5,9,16,47, 0,0712,1645,"SN,BR",1.3,0.14,29.02,30.13, 2.0,12,6.8,Thi,holiday
344,3,2012-01-19,54,28,41, 5,26,34,24, 0,0732,1736,MO,0.0,0.00,29.16,29.93, 3.8,01,6.8,Thi,holiday
345,4,2012-01-19,80,45,63,11,49,55,2, 0,0727,1756,MO,0.0,0.00,29.21,29.93, 4.0,20,4.3,Thi,holiday
346,6,2012-01-19,77,46,62,13,50,54,3, 0,0727,1756,MO,0.0,0.00,29.38,29.93, 9.6,20,9.7,Thi,holiday
347,7,2012-01-19,52,28,40,M,27,34,25, 0,-,-,MO,0.0,0.00,28.48,29.90, 2.3,34,10.2,Thi,holiday
348,8,2012-01-19,72,48,M,M,52,56,M,M,-,-,BR,M,0.00,29.59,M, 7.3,20,7.8,Thi,holiday
349,9,2012-01-19,4,-11,-3,M,-15,-4,68, 0,-,-,MO,M,0.00,29.39,30.21, 7.8,30,8.6,Thi,holiday
350,10,2012-01-19,65,44,55,M,33,45,10, 0,0723,1752,MO,M,0.00,30.10,30.14, 3.5,36,6.9,Thi,holiday
351,11,2012-01-19,65,32,49,-4,30,40,16, 0,0724,1752,MO,0.0,0.00,30.09,30.14, 0.7,35,2.9,Thi,holiday
352,12,2012-01-19,64,34,49,M,33,42,16, 0,-,-,MO,0.0,0.00,30.08,30.14, 2.3,35,3.5,Thi,holiday
353,13,2012-01-19,60,33,47,M,25,38,18, 0,-,-,MO,M,0.00,23.95,29.66, 2.2,13,7.5,Thi,holiday
354,14,2012-01-19,54,30,42, 6,27,35,23, 0,0737,1745,MO,0.0,0.00,28.48,29.90, 4.0,36,9.4,Thi,holiday
355,15,2012-01-19,27,3,15,-4,9,15,50, 0,0713,1641,"SN,BR",1.3,0.20,29.78,30.16, 1.5,14,3.7,Thi,holiday
356,16,2012-01-19,34,11,23,M,12,21,42, 0,-,-,"SN,BR",M,  T,30.06,30.15, 2.9,12,7.1,Thi,holiday
357,17,2012-01-19,55,25,40,M,25,34,25, 0,-,-,MO,0.0,0.00,29.22,29.94, 3.8,03,5.7,Thi,holiday
358,18,2012-01-19,73,40,57,11,37,46,8, 0,0729,1747,MO,0.0,0.00,29.33,29.87, 3.8,14,5.4,Thi,holiday
359,19,2012-01-19,25,0,13,-7,-5,6,52, 0,0718,1647,MO,0.2,  T,29.29,30.05,12.6,29,14.0,Thi,holiday
360,20,2012-01-19,73,40,57,M,37,47,8, 0,-,-,MO,0.0,0.00,29.12,29.87, 2.9,19,5.2,Thi,holiday
361,1,2012-01-20,31,19,25,M,12,23,40, 0,-,-,"SN,BR",M,0.08,29.90,30.11, 6.0,29,6.7,Fri,holiday
362,2,2012-01-20,27,15,21,-2,11,19,44, 0,0711,1646,"SN,BR",1.0,0.01,28.92,30.09, 9.3,28,10.0,Fri,holiday
363,3,2012-01-20,41,23,32,-4,26,30,33, 0,0732,1737,AN,0.0,  T,29.13,29.85, 8.8,34,9.2,Fri,holiday
364,4,2012-01-20,74,57,66,14,58,60,0, 1,0727,1757,AN,0.0,0.00,29.14,29.83, 3.8,19,4.6,Fri,holiday
365,6,2012-01-20,75,50,63,14,60,61,2, 0,0727,1757,"FG,BR",0.0,0.00,29.30,29.83, 7.6,20,7.7,Fri,holiday
366,7,2012-01-20,47,27,37,M,24,31,28, 0,-,-,"BR,HZ",0.0,0.00,28.46,29.84, 9.8,36,11.5,Fri,holiday
367,8,2012-01-20,77,61,M,M,61,64,M,M,-,-,"BR,HZ",M,0.00,29.49,M, 8.9,19,9.0,Fri,holiday
368,9,2012-01-20,11,-1,5,M,-1,4,60, 0,-,-,AN,M,0.01,29.43,30.23, 1.0,14,2.9,Fri,holiday
369,10,2012-01-20,75,45,60,M,46,53,5, 0,0723,1753,MO,M,0.00,30.12,30.15, 5.8,18,6.2,Fri,holiday
370,11,2012-01-20,75,36,56, 3,42,49,9, 0,0723,1752,MO,0.0,0.00,30.11,30.15, 5.5,17,5.8,Fri,holiday
371,12,2012-01-20,76,38,57,M,46,52,8, 0,-,-,MO,0.0,0.00,30.11,30.16, 5.0,18,5.5,Fri,holiday
372,13,2012-01-20,53,34,44,M,23,35,21, 0,-,-,MO,M,0.00,24.06,29.76, 2.3,29,9.1,Fri,holiday
373,14,2012-01-20,48,28,38, 1,24,32,27, 0,0737,1746,MO,0.0,0.00,28.45,29.82, 9.4,36,11.7,Fri,holiday
374,15,2012-01-20,25,6,16,-3,8,16,49, 0,0712,1642,"FG,BR",1.2,0.06,29.67,30.10, 5.5,30,5.9,Fri,holiday
375,16,2012-01-20,32,18,25,M,14,23,40, 0,-,-,"SN,BR",M,0.05,29.93,30.08, 6.7,30,8.4,Fri,holiday
376,17,2012-01-20,44,26,35,M,26,31,30, 0,-,-,"BR,HZ",0.0,0.00,29.19,29.86, 6.0,01,6.9,Fri,holiday
377,18,2012-01-20,78,47,63,17,51,56,2, 0,0729,1748,"FG,BR",0.0,0.00,29.24,29.75, 4.9,19,10.5,Fri,holiday
378,19,2012-01-20,14,-1,7,-13,M,M,58, 0,0717,1648,"SN,BR",2.0,0.25,29.41,M, 6.5,33,6.8,Fri,holiday
379,20,2012-01-20,78,43,61,M,52,56,4, 0,-,-,BR,0.0,0.00,29.05,29.75, 5.1,19,8.9,Fri,holiday
380,1,2012-01-21,20,13,17,M,9,16,48, 0,-,-,AN,M,0.12,30.08,30.26, 5.9,01,6.0,Sat,holiday
381,2,2012-01-21,17,12,15,-8,9,14,50, 0,0710,1647,AN,4.3,0.31,29.04,30.20, 6.4,03,6.7,Sat,holiday
382,3,2012-01-21,43,18,31,-5,19,26,34, 0,0732,1738,MO,0.0,0.00,29.26,30.04, 3.3,03,9.2,Sat,holiday
383,4,2012-01-21,61,43,52, 0,41,46,13, 0,0727,1758,BR,0.0,0.00,29.26,29.96, 2.7,01,4.8,Sat,holiday
384,6,2012-01-21,58,43,51, 2,42,47,14, 0,0726,1758,AN,0.0,0.00,29.42,29.96, 6.6,36,7.6,Sat,holiday
385,7,2012-01-21,43,19,31,M,16,26,34, 0,-,-,MO,0.0,0.00,28.56,30.00, 2.0,08,12.7,Sat,holiday
386,8,2012-01-21,70,48,M,M,48,52,M,M,-,-,"BR,HZ",M,0.00,29.58,M, 4.3,34,6.5,Sat,holiday
387,9,2012-01-21,23,-2,11,M,4,9,54, 0,-,-,BR,M,0.00,29.28,30.13, 9.3,15,9.4,Sat,holiday
