,station_nbr,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
355,15,27.0,3.0,15.0,9.0,15.0,50.0,0.0,SN BR,1.3,0.2,29.78,30.16,1.5,14.0,3.7
357,17,55.0,25.0,40.0,25.0,34.0,25.0,0.0,moderate,0.0,0.0,29.22,29.94,3.8,3.0,5.7
358,18,73.0,40.0,57.0,37.0,46.0,8.0,0.0,moderate,0.0,0.0,29.33,29.87,3.8,14.0,5.4
360,20,73.0,40.0,57.0,37.0,47.0,8.0,0.0,moderate,0.0,0.0,29.12,29.87,2.9,19.0,5.2
362,2,27.0,15.0,21.0,11.0,19.0,44.0,0.0,SN BR,1.0,0.01,28.92,30.09,9.3,28.0,10.0
364,4,74.0,57.0,66.0,58.0,60.0,0.0,1.0,FG+ FG BR HZ,0.0,0.0,29.14,29.83,3.8,19.0,4.6
365,6,75.0,50.0,63.0,60.0,61.0,2.0,0.0,FG+ FG BCFG BR,0.0,0.0,29.3,29.83,7.6,20.0,7.7
366,7,47.0,27.0,37.0,24.0,31.0,28.0,0.0,BR HZ,0.0,0.0,28.46,29.84,9.8,36.0,11.5
370,11,75.0,36.0,56.0,42.0,49.0,9.0,0.0,moderate,0.0,0.0,30.11,30.15,5.5,17.0,5.8
371,12,76.0,38.0,57.0,46.0,52.0,8.0,0.0,moderate,0.0,0.0,30.11,30.16,5.0,18.0,5.5
373,14,48.0,28.0,38.0,24.0,32.0,27.0,0.0,moderate,0.0,0.0,28.45,29.82,9.4,36.0,11.7
374,15,25.0,6.0,16.0,8.0,16.0,49.0,0.0,SN FG+ FZFG BR,1.2,0.06,29.67,30.1,5.5,30.0,5.9
376,17,44.0,26.0,35.0,26.0,31.0,30.0,0.0,BR HZ,0.0,0.0,29.19,29.86,6.0,1.0,6.9
377,18,78.0,47.0,63.0,51.0,56.0,2.0,0.0,FG+ BR,0.0,0.0,29.24,29.75,4.9,19.0,10.5
379,20,78.0,43.0,61.0,52.0,56.0,4.0,0.0,BR,0.0,0.0,29.05,29.75,5.1,19.0,8.9
381,2,17.0,12.0,15.0,9.0,14.0,50.0,0.0,SN FZFG BR,4.3,0.31,29.04,30.2,6.4,3.0,6.7
382,3,43.0,18.0,31.0,19.0,26.0,34.0,0.0,moderate,0.0,0.0,29.26,30.04,3.3,3.0,9.2
383,4,61.0,43.0,52.0,41.0,46.0,13.0,0.0,BR,0.0,0.0,29.26,29.96,2.7,1.0,4.8
384,6,58.0,43.0,51.0,42.0,47.0,14.0,0.0,FG+,0.0,0.0,29.42,29.96,6.6,36.0,7.6
385,7,43.0,19.0,31.0,16.0,26.0,34.0,0.0,moderate,0.0,0.0,28.56,30.0,2.0,8.0,12.7
389,11,74.0,50.0,62.0,52.0,57.0,3.0,0.0,moderate,0.0,0.0,30.05,30.09,6.9,21.0,7.3
390,12,73.0,50.0,62.0,53.0,58.0,3.0,0.0,moderate,0.0,0.0,30.05,30.09,6.8,20.0,7.2
392,14,43.0,21.0,32.0,16.0,26.0,33.0,0.0,moderate,0.0,0.0,28.56,30.0,3.0,4.0,10.8
393,15,18.0,0.0,9.0,6.0,11.0,56.0,0.0,SN BR,1.2,0.13,29.84,30.26,2.6,35.0,2.9
395,17,42.0,20.0,31.0,17.0,27.0,34.0,0.0,moderate,0.0,0.0,29.33,30.05,3.4,3.0,7.5
396,18,51.0,37.0,44.0,33.0,39.0,21.0,0.0,moderate,0.0,0.0,29.44,29.97,5.7,36.0,9.7
398,20,51.0,38.0,45.0,33.0,40.0,20.0,0.0,moderate,0.0,0.0,29.23,29.96,6.6,36.0,9.4
400,2,28.0,11.0,20.0,11.0,17.0,45.0,0.0,moderate,0.0,0.0,29.31,30.5,4.0,4.0,6.0
401,3,71.0,42.0,57.0,37.0,45.0,8.0,0.0,BR HZ DU,0.0,0.0,28.89,29.6,11.0,20.0,18.5
402,4,76.0,50.0,63.0,53.0,57.0,2.0,0.0,BR HZ,0.0,0.0,29.13,29.82,1.8,19.0,4.6
404,7,68.0,35.0,52.0,34.0,42.0,13.0,0.0,BR HZ BLDU,0.0,0.0,28.27,29.63,13.5,21.0,22.1
408,11,69.0,55.0,62.0,59.0,60.0,3.0,0.0,RA FG+ FG BR,0.0,0.01,30.08,30.13,3.4,5.0,6.4
409,12,73.0,52.0,63.0,59.0,60.0,2.0,0.0,BR,0.0,0.0,30.07,30.13,2.7,6.0,5.5
412,15,24.0,-7.0,9.0,4.0,10.0,56.0,0.0,moderate,0.0,0.0,30.11,30.54,0.7,12.0,0.9
414,17,72.0,42.0,57.0,37.0,46.0,8.0,0.0,HZ DU,0.0,0.0,28.95,29.63,11.7,20.0,15.0
415,18,80.0,46.0,63.0,43.0,52.0,2.0,0.0,BR DU,0.0,0.0,29.24,29.75,7.5,22.0,14.9
417,20,80.0,44.0,62.0,42.0,52.0,3.0,0.0,BR HZ,0.0,0.0,29.05,29.75,6.3,23.0,12.9
420,3,59.0,32.0,46.0,24.0,37.0,19.0,0.0,moderate,0.0,0.0,29.29,30.0,6.2,27.0,7.3
422,6,66.0,40.0,53.0,38.0,45.0,12.0,0.0,moderate,0.0,0.0,29.52,30.04,5.8,2.0,6.3
423,7,57.0,31.0,44.0,24.0,36.0,21.0,0.0,BLDU,0.0,0.0,28.64,30.02,3.2,23.0,7.5
427,11,79.0,57.0,68.0,58.0,61.0,0.0,3.0,FG+ FG,0.0,0.0,30.08,30.11,3.1,16.0,5.1
428,12,80.0,57.0,69.0,60.0,62.0,0.0,4.0,FG+ FG BR,0.0,0.0,30.08,30.12,2.9,18.0,5.0
431,15,32.0,20.0,26.0,25.0,27.0,39.0,0.0,FZRA SN BR UP,0.0,0.31,29.91,30.24,0.6,30.0,1.8
433,17,59.0,29.0,44.0,24.0,36.0,21.0,0.0,DU,0.0,0.0,29.36,30.03,2.5,29.0,2.6
434,18,62.0,39.0,51.0,32.0,43.0,14.0,0.0,moderate,0.0,0.0,29.54,30.05,1.0,36.0,3.8
436,20,63.0,40.0,52.0,32.0,42.0,13.0,0.0,moderate,0.0,0.0,29.33,30.04,2.4,1.0,6.2
438,2,50.0,35.0,43.0,38.0,42.0,22.0,0.0,BR,0.0,0.03,28.8,29.93,11.1,26.0,12.6
439,3,65.0,30.0,48.0,26.0,40.0,17.0,0.0,RA,0.0,0.07,29.36,30.07,8.0,14.0,8.3
441,6,69.0,40.0,55.0,54.0,56.0,10.0,0.0,RA BR,0.0,0.15,29.34,29.9,2.8,9.0,5.1
442,7,64.0,43.0,54.0,31.0,42.0,11.0,0.0,RA BR,0.0,0.82,28.64,30.01,12.3,14.0,14.2
446,11,82.0,54.0,68.0,57.0,60.0,0.0,3.0,moderate,0.0,0.0,30.1,30.15,1.2,19.0,3.4
447,12,80.0,57.0,69.0,59.0,61.0,0.0,4.0,BR,0.0,0.0,30.09,30.15,1.1,16.0,3.1
449,14,65.0,34.0,50.0,32.0,41.0,15.0,0.0,RA BR,0.0,1.52,28.62,30.01,11.4,13.0,13.1
450,15,49.0,31.0,40.0,32.0,35.0,25.0,0.0,FG+ FG FZFG BR,0.0,0.01,29.51,29.92,3.6,28.0,3.7
452,17,64.0,27.0,46.0,25.0,38.0,19.0,0.0,RA,0.0,0.22,29.42,30.1,5.2,14.0,5.9
453,18,69.0,42.0,56.0,39.0,47.0,9.0,0.0,TSRA RA BR,0.0,1.44,29.44,29.98,10.1,10.0,10.6
454,19,32.0,22.0,27.0,19.0,25.0,38.0,0.0,BR,0.0,0.0,29.44,30.18,8.0,28.0,8.5
455,20,69.0,36.0,53.0,40.0,47.0,12.0,0.0,RA BR VCTS,0.0,1.75,29.23,29.97,9.7,10.0,10.8
457,2,36.0,31.0,34.0,23.0,29.0,31.0,0.0,moderate,0.0,0.0,29.03,30.16,11.5,29.0,11.9
458,3,49.0,41.0,45.0,41.0,43.0,20.0,0.0,RA DZ BR,0.0,0.52,29.25,30.0,7.0,2.0,7.8
459,4,70.0,50.0,60.0,52.0,54.0,5.0,0.0,TS TSRA BR,0.0,3.14,29.18,29.85,5.1,33.0,6.9
460,6,70.0,51.0,61.0,52.0,54.0,4.0,0.0,TS TSRA BR,0.0,5.67,29.34,29.85,6.5,32.0,9.7
461,7,49.0,37.0,43.0,40.0,42.0,22.0,0.0,RA BR,0.0,0.24,28.59,30.0,10.9,1.0,11.8
465,11,76.0,51.0,64.0,58.0,60.0,1.0,0.0,FG+ FG BR,0.0,0.0,30.14,30.18,3.9,8.0,4.3
466,12,75.0,54.0,65.0,60.0,61.0,0.0,0.0,FG+ FG BR,0.0,0.0,30.14,30.18,3.5,9.0,4.0
468,14,51.0,38.0,45.0,40.0,42.0,20.0,0.0,RA BR,0.0,0.71,28.56,29.98,12.6,1.0,14.0
469,15,37.0,31.0,34.0,23.0,30.0,31.0,0.0,moderate,0.0,0.0,29.73,30.14,8.9,29.0,9.2
471,17,50.0,44.0,47.0,40.0,43.0,18.0,0.0,RA BR,0.0,0.49,29.31,30.02,6.8,2.0,7.1
472,18,52.0,47.0,50.0,46.0,47.0,15.0,0.0,TSRA RA BR,0.0,3.06,29.34,29.88,10.2,36.0,11.6
473,19,35.0,22.0,29.0,24.0,28.0,36.0,0.0,BR HZ,0.0,0.0,29.44,30.24,3.7,18.0,4.0
474,20,53.0,48.0,51.0,45.0,47.0,14.0,0.0,RA BR VCTS,0.0,2.61,29.15,29.87,11.1,35.0,12.5
477,3,62.0,39.0,51.0,31.0,41.0,14.0,0.0,moderate,0.0,0.0,29.2,29.92,9.5,34.0,9.9
478,4,70.0,47.0,59.0,41.0,49.0,6.0,0.0,moderate,0.0,0.0,29.32,30.0,3.4,31.0,4.6
479,6,69.0,39.0,54.0,42.0,49.0,11.0,0.0,moderate,0.0,0.0,29.49,29.99,6.5,30.0,7.1
480,7,54.0,30.0,42.0,33.0,38.0,23.0,0.0,BR,0.0,0.0,28.59,29.98,5.7,33.0,7.1
484,11,81.0,54.0,68.0,60.0,62.0,0.0,3.0,FG+ BR,0.0,0.0,30.0,30.02,5.8,17.0,6.1
485,12,82.0,56.0,69.0,62.0,64.0,0.0,4.0,FG BR,0.0,0.0,30.0,30.03,5.9,17.0,6.3
487,14,55.0,33.0,44.0,33.0,38.0,21.0,0.0,BR,0.0,0.0,28.58,29.97,7.9,33.0,9.0
488,15,39.0,28.0,34.0,22.0,29.0,31.0,0.0,FZRA SN BR UP,0.5,0.13,29.77,30.14,2.2,30.0,4.8
490,17,62.0,30.0,46.0,31.0,41.0,19.0,0.0,moderate,0.0,0.0,29.26,29.95,5.3,36.0,6.0
491,18,62.0,44.0,53.0,41.0,46.0,12.0,0.0,RA DZ BR,0.0,0.23,29.44,29.95,8.2,32.0,8.8
493,20,61.0,46.0,54.0,41.0,46.0,11.0,0.0,RA BR,0.0,0.19,29.24,29.94,10.5,30.0,11.2
496,3,64.0,30.0,47.0,30.0,40.0,18.0,0.0,moderate,0.0,0.0,29.26,29.96,1.8,21.0,11.1
497,4,71.0,38.0,55.0,42.0,49.0,10.0,0.0,moderate,0.0,0.0,29.34,30.03,2.8,19.0,4.3
498,6,71.0,32.0,52.0,43.0,47.0,13.0,0.0,moderate,0.0,0.0,29.51,30.03,6.2,19.0,7.1
499,7,62.0,34.0,48.0,31.0,40.0,17.0,0.0,moderate,0.0,0.0,28.61,29.96,4.3,24.0,16.6
503,11,73.0,46.0,60.0,53.0,58.0,5.0,0.0,RA BR,0.0,0.02,29.88,29.94,9.2,25.0,11.9
504,12,74.0,52.0,63.0,55.0,60.0,2.0,0.0,RA BR,0.0,0.07,29.88,29.94,7.5,25.0,10.0
506,14,62.0,35.0,49.0,32.0,40.0,16.0,0.0,moderate,0.0,0.0,28.61,29.96,3.2,27.0,17.2
507,15,38.0,31.0,35.0,33.0,34.0,30.0,0.0,RA FZRA BR,0.0,1.2,29.25,29.58,3.3,31.0,4.9
509,17,64.0,27.0,46.0,29.0,39.0,19.0,0.0,moderate,0.0,0.0,29.33,29.98,2.1,22.0,7.5
510,18,67.0,36.0,52.0,39.0,46.0,13.0,0.0,moderate,0.0,0.0,29.49,29.98,3.7,20.0,9.4
512,20,68.0,35.0,52.0,38.0,46.0,13.0,0.0,moderate,0.0,0.0,29.28,29.98,4.2,20.0,10.4
515,3,51.0,27.0,39.0,19.0,32.0,26.0,0.0,moderate,0.0,0.0,29.67,30.39,4.2,28.0,6.8
516,4,59.0,41.0,50.0,28.0,41.0,15.0,0.0,moderate,0.0,0.0,29.68,30.37,7.9,2.0,8.5
517,6,60.0,34.0,47.0,31.0,41.0,18.0,0.0,moderate,0.0,0.0,29.85,30.36,14.6,2.0,14.9
518,7,48.0,27.0,38.0,22.0,31.0,27.0,0.0,moderate,0.0,0.0,29.02,30.42,3.7,27.0,6.9
522,11,71.0,39.0,55.0,40.0,46.0,10.0,0.0,moderate,0.0,0.0,30.09,30.14,2.6,30.0,2.7
523,12,71.0,42.0,57.0,43.0,49.0,8.0,0.0,BR,0.0,0.0,30.08,30.14,2.7,33.0,3.3
525,14,49.0,29.0,39.0,22.0,31.0,26.0,0.0,moderate,0.0,0.0,29.01,30.41,3.8,31.0,7.2
528,17,51.0,25.0,38.0,18.0,31.0,27.0,0.0,moderate,0.0,0.0,29.73,30.41,1.9,32.0,3.3
529,18,53.0,36.0,45.0,26.0,37.0,20.0,0.0,moderate,0.0,0.0,29.91,30.4,8.8,36.0,9.1
530,19,37.0,26.0,32.0,18.0,26.0,33.0,0.0,SN BR,0.5,0.05,29.18,29.92,14.2,26.0,15.1
531,20,53.0,34.0,44.0,24.0,37.0,21.0,0.0,moderate,0.0,0.0,29.69,30.39,9.7,1.0,10.1
534,3,61.0,33.0,47.0,24.0,37.0,18.0,0.0,moderate,0.0,0.0,29.53,30.28,8.0,20.0,8.5
535,4,63.0,34.0,49.0,31.0,41.0,16.0,0.0,moderate,0.0,0.0,29.68,30.41,0.6,16.0,2.0
536,6,63.0,29.0,46.0,33.0,40.0,19.0,0.0,moderate,0.0,0.0,29.85,30.4,1.0,15.0,3.5
537,7,57.0,31.0,44.0,28.0,37.0,21.0,0.0,moderate,0.0,0.0,28.87,30.29,13.1,21.0,13.2
541,11,65.0,37.0,51.0,40.0,45.0,14.0,0.0,moderate,0.0,0.0,30.26,30.31,4.0,3.0,5.0
542,12,63.0,41.0,52.0,42.0,47.0,13.0,0.0,moderate,0.0,0.0,30.24,30.31,4.4,3.0,5.1
544,14,58.0,27.0,43.0,27.0,35.0,22.0,0.0,moderate,0.0,0.0,28.87,30.3,10.8,20.0,11.2
545,15,40.0,21.0,31.0,15.0,27.0,34.0,0.0,moderate,0.0,0.0,29.57,29.97,8.5,26.0,9.0
547,17,61.0,24.0,43.0,23.0,35.0,22.0,0.0,moderate,0.0,0.0,29.59,30.31,4.4,21.0,4.5
548,18,61.0,31.0,46.0,29.0,39.0,19.0,0.0,moderate,0.0,0.0,29.83,30.37,4.6,19.0,5.1
549,19,30.0,17.0,24.0,14.0,21.0,41.0,0.0,SN BR,1.7,0.07,29.33,30.1,7.9,28.0,9.2
550,20,61.0,31.0,46.0,26.0,39.0,19.0,0.0,moderate,0.0,0.0,29.62,30.36,4.4,18.0,5.0
553,3,67.0,41.0,54.0,37.0,46.0,11.0,0.0,moderate,0.0,0.0,29.3,30.05,16.3,18.0,16.4
554,4,64.0,41.0,53.0,48.0,51.0,12.0,0.0,RA BR,0.0,0.2,29.5,30.24,2.5,18.0,3.9
555,6,65.0,33.0,49.0,48.0,50.0,16.0,0.0,RA BR,0.0,0.38,29.67,30.24,4.9,18.0,5.1
556,7,65.0,42.0,54.0,38.0,46.0,11.0,0.0,moderate,0.0,0.0,28.62,30.03,19.5,19.0,19.8
560,11,64.0,30.0,47.0,31.0,40.0,18.0,0.0,moderate,0.0,0.0,30.37,30.41,4.1,7.0,4.2
561,12,64.0,35.0,50.0,36.0,43.0,15.0,0.0,BR,0.0,0.0,30.36,30.41,3.8,6.0,4.2
563,14,65.0,35.0,50.0,38.0,45.0,15.0,0.0,moderate,0.0,0.0,28.63,30.05,15.9,18.0,16.3
566,17,67.0,37.0,52.0,36.0,45.0,13.0,0.0,moderate,0.0,0.0,29.36,30.09,11.2,19.0,11.4
567,18,68.0,42.0,55.0,43.0,50.0,10.0,0.0,moderate,0.0,0.0,29.62,30.17,10.7,18.0,11.1
569,20,67.0,45.0,56.0,44.0,50.0,9.0,0.0,moderate,0.0,0.0,29.42,30.17,9.0,18.0,9.4
571,2,45.0,24.0,35.0,21.0,29.0,30.0,0.0,moderate,0.0,0.0,29.0,30.11,1.5,11.0,3.2
572,3,72.0,45.0,59.0,48.0,53.0,6.0,0.0,moderate,0.0,0.0,29.24,29.95,10.3,20.0,12.5
573,4,73.0,58.0,66.0,58.0,60.0,0.0,1.0,RA BR,0.0,0.04,29.38,30.09,3.5,18.0,4.2
574,6,72.0,53.0,63.0,59.0,60.0,2.0,0.0,RA BCFG BR,0.0,0.48,29.54,30.09,6.1,19.0,6.4
575,7,66.0,42.0,54.0,44.0,50.0,11.0,0.0,moderate,0.0,0.0,28.61,29.96,12.3,21.0,15.0
579,11,71.0,34.0,53.0,44.0,48.0,12.0,0.0,moderate,0.0,0.0,30.33,30.37,3.3,9.0,4.0
580,12,70.0,40.0,55.0,48.0,51.0,10.0,0.0,moderate,0.0,0.0,30.32,30.37,3.8,7.0,3.9
582,14,66.0,44.0,55.0,44.0,50.0,10.0,0.0,moderate,0.0,0.0,28.59,29.96,11.2,22.0,15.7
583,15,31.0,18.0,25.0,23.0,25.0,40.0,0.0,SN BR,0.7,0.03,29.77,30.14,1.8,35.0,2.5
585,17,72.0,42.0,57.0,47.0,53.0,8.0,0.0,moderate,0.0,0.0,29.3,29.99,8.9,20.0,9.7
586,18,75.0,58.0,67.0,56.0,59.0,0.0,2.0,moderate,0.0,0.0,29.51,30.03,10.7,18.0,11.1
587,19,54.0,40.0,47.0,37.0,41.0,18.0,0.0,HZ,0.0,0.0,29.03,29.79,14.6,23.0,15.1
588,20,74.0,58.0,66.0,56.0,60.0,0.0,1.0,moderate,0.0,0.0,29.31,30.03,7.8,18.0,8.6
590,2,55.0,33.0,44.0,33.0,39.0,21.0,0.0,RA,0.0,0.01,28.77,29.87,11.1,26.0,11.9
591,3,67.0,37.0,52.0,32.0,43.0,13.0,0.0,moderate,0.0,0.0,29.39,30.11,5.1,36.0,5.8
593,6,77.0,57.0,67.0,62.0,63.0,0.0,2.0,RA DZ FG+ BCFG BR,0.0,0.02,29.54,30.06,1.7,18.0,1.9
594,7,65.0,34.0,50.0,33.0,42.0,15.0,0.0,moderate,0.0,0.0,28.74,30.12,4.4,1.0,4.6
598,11,77.0,48.0,63.0,52.0,57.0,2.0,0.0,moderate,0.0,0.0,30.21,30.23,3.5,15.0,3.9
601,14,65.0,37.0,51.0,32.0,42.0,14.0,0.0,moderate,0.0,0.0,28.72,30.11,6.9,1.0,7.3
602,15,45.0,27.0,36.0,30.0,32.0,29.0,0.0,FG+ FZFG BR UP HZ,0.0,0.01,29.48,29.87,1.6,29.0,1.9
604,17,68.0,39.0,54.0,31.0,43.0,11.0,0.0,moderate,0.0,0.0,29.44,30.13,4.8,2.0,4.9
605,18,73.0,52.0,63.0,55.0,58.0,2.0,0.0,BR,0.0,0.01,29.55,30.06,1.3,29.0,4.2
606,19,41.0,33.0,37.0,30.0,34.0,28.0,0.0,HZ,0.0,0.0,29.35,30.1,4.4,31.0,5.6
607,20,74.0,52.0,63.0,55.0,58.0,2.0,0.0,FG BR,0.0,0.0,29.35,30.05,1.7,25.0,5.3
609,2,38.0,28.0,33.0,26.0,31.0,32.0,0.0,BR,0.0,0.0,28.9,30.04,3.3,34.0,6.1
610,3,67.0,30.0,49.0,38.0,45.0,16.0,0.0,moderate,0.0,0.0,29.38,30.12,5.6,12.0,7.5
611,4,72.0,54.0,63.0,59.0,61.0,2.0,0.0,RA BR HZ,0.0,0.03,29.31,30.02,3.0,14.0,3.4
612,6,75.0,51.0,63.0,60.0,61.0,2.0,0.0,BCFG BR HZ,0.0,0.01,29.47,30.01,3.1,14.0,4.1
613,7,64.0,35.0,50.0,42.0,48.0,15.0,0.0,moderate,0.0,0.0,28.66,30.07,9.7,13.0,10.7
617,11,78.0,54.0,66.0,56.0,60.0,0.0,1.0,moderate,0.0,0.0,30.12,30.16,3.4,29.0,4.1
618,12,79.0,54.0,67.0,58.0,61.0,0.0,2.0,RA BR,0.0,0.01,30.11,30.16,1.0,31.0,3.5
621,15,40.0,27.0,34.0,23.0,30.0,31.0,0.0,moderate,0.0,0.0,29.65,30.06,7.2,33.0,7.8
623,17,66.0,30.0,48.0,38.0,45.0,17.0,0.0,moderate,0.0,0.0,29.43,30.14,6.3,13.0,6.8
625,19,36.0,30.0,33.0,30.0,32.0,32.0,0.0,BR,0.0,0.0,29.55,30.29,3.1,25.0,4.6
628,2,36.0,19.0,28.0,12.0,23.0,37.0,0.0,moderate,0.0,0.0,29.15,30.31,9.0,31.0,10.3
629,3,59.0,50.0,55.0,48.0,51.0,10.0,0.0,RA DZ BR,0.0,0.84,29.22,29.95,6.7,13.0,11.0
630,4,75.0,66.0,71.0,64.0,66.0,0.0,6.0,TSRA RA,0.0,0.04,29.24,29.93,3.1,17.0,5.4
631,6,76.0,67.0,72.0,66.0,67.0,0.0,7.0,TSRA RA,0.0,0.02,29.4,29.93,8.3,17.0,8.8
632,7,63.0,43.0,53.0,52.0,53.0,12.0,0.0,TS RA BR VCTS,0.0,0.91,28.56,29.92,3.7,15.0,15.1
639,14,65.0,44.0,55.0,53.0,54.0,10.0,0.0,TS RA DZ BR,0.0,0.21,28.55,29.91,4.0,16.0,16.5
640,15,35.0,18.0,27.0,13.0,23.0,38.0,0.0,moderate,0.0,0.0,29.91,30.31,7.4,31.0,7.8
642,17,59.0,51.0,55.0,47.0,51.0,10.0,0.0,TSRA RA BR VCTS,0.0,0.67,29.28,29.97,6.0,13.0,9.4
644,19,37.0,31.0,34.0,29.0,33.0,31.0,0.0,BR HZ,0.0,0.0,29.68,30.45,3.5,5.0,4.4
645,20,74.0,55.0,65.0,61.0,63.0,0.0,0.0,RA BR,0.0,0.06,29.23,29.94,5.8,17.0,11.2
647,2,39.0,25.0,32.0,17.0,27.0,33.0,0.0,moderate,0.0,0.0,29.05,30.17,7.8,29.0,9.2
649,4,69.0,50.0,60.0,41.0,49.0,5.0,0.0,TSRA RA BR,0.0,0.13,29.49,30.16,8.2,35.0,8.6
650,6,70.0,50.0,60.0,46.0,51.0,5.0,0.0,TS RA BR,0.0,1.7,29.65,30.14,13.8,35.0,14.4
651,7,43.0,37.0,40.0,34.0,38.0,25.0,0.0,moderate,0.0,0.0,28.87,30.24,16.0,33.0,16.3
655,11,77.0,54.0,66.0,57.0,60.0,0.0,1.0,BR,0.0,0.0,30.16,30.18,5.4,12.0,6.1
656,12,76.0,54.0,65.0,57.0,60.0,0.0,0.0,FG BR,0.0,0.0,30.16,30.18,4.4,14.0,4.5
658,14,44.0,38.0,41.0,33.0,38.0,24.0,0.0,moderate,0.0,0.0,28.85,30.23,19.9,33.0,20.1
659,15,36.0,20.0,28.0,14.0,24.0,37.0,0.0,moderate,0.0,0.0,29.8,30.18,6.5,32.0,7.0
661,17,53.0,39.0,46.0,36.0,41.0,19.0,0.0,moderate,0.0,0.0,29.54,30.21,3.2,31.0,6.4
662,18,56.0,44.0,50.0,39.0,45.0,15.0,0.0,moderate,0.0,0.0,29.7,30.2,14.9,34.0,15.2
663,19,40.0,29.0,35.0,27.0,33.0,30.0,0.0,moderate,0.0,0.0,29.5,30.3,4.9,7.0,6.1
664,20,56.0,43.0,50.0,39.0,44.0,15.0,0.0,moderate,0.0,0.0,29.49,30.18,16.2,33.0,16.4
666,2,33.0,17.0,25.0,7.0,20.0,40.0,0.0,moderate,0.0,0.0,28.97,30.11,4.2,31.0,5.6
667,3,50.0,33.0,42.0,30.0,37.0,23.0,0.0,moderate,0.0,0.0,29.62,30.35,7.0,34.0,7.7
668,4,50.0,41.0,46.0,36.0,42.0,19.0,0.0,RA,0.0,0.09,29.62,30.32,7.9,36.0,8.0
669,6,50.0,38.0,44.0,38.0,43.0,21.0,0.0,RA,0.0,0.06,29.78,30.31,14.0,1.0,14.2
670,7,49.0,34.0,42.0,28.0,35.0,23.0,0.0,moderate,0.0,0.0,28.97,30.38,12.6,36.0,12.8
674,11,81.0,55.0,68.0,58.0,62.0,0.0,3.0,FG+ BR,0.0,0.0,30.01,30.05,3.4,26.0,4.3
675,12,80.0,56.0,68.0,62.0,64.0,0.0,3.0,FG+ BR,0.0,0.02,30.01,30.05,2.1,24.0,2.4
677,14,50.0,35.0,43.0,27.0,35.0,22.0,0.0,moderate,0.0,0.0,28.96,30.37,12.3,36.0,12.7
678,15,35.0,10.0,23.0,9.0,19.0,42.0,0.0,moderate,0.0,0.0,29.73,30.11,3.4,31.0,4.3
681,18,47.0,36.0,42.0,33.0,39.0,23.0,0.0,moderate,0.0,0.0,29.82,30.35,9.0,35.0,9.6
682,19,42.0,29.0,36.0,27.0,32.0,29.0,0.0,HZ,0.0,0.0,29.49,30.28,3.1,33.0,5.8
683,20,47.0,33.0,40.0,32.0,38.0,25.0,0.0,moderate,0.0,0.0,29.61,30.33,9.9,35.0,10.1
685,2,47.0,23.0,35.0,18.0,29.0,30.0,0.0,moderate,0.0,0.0,28.84,29.94,14.4,26.0,14.6
686,3,55.0,28.0,42.0,27.0,36.0,23.0,0.0,moderate,0.0,0.0,29.52,30.28,0.3,16.0,2.1
688,6,51.0,37.0,44.0,37.0,42.0,21.0,0.0,moderate,0.0,0.0,29.72,30.28,4.8,2.0,5.6
689,7,54.0,26.0,40.0,25.0,34.0,25.0,0.0,moderate,0.0,0.0,28.86,30.28,0.4,22.0,1.0
693,11,66.0,56.0,61.0,57.0,58.0,4.0,0.0,BR HZ,0.0,0.0,30.06,30.1,7.3,4.0,7.4
694,12,66.0,58.0,62.0,59.0,60.0,3.0,0.0,BR HZ,0.0,0.0,30.04,30.1,7.0,2.0,7.6
696,14,54.0,27.0,41.0,25.0,35.0,24.0,0.0,moderate,0.0,0.0,28.85,30.28,0.7,3.0,3.1
697,15,49.0,16.0,33.0,18.0,28.0,32.0,0.0,moderate,0.0,0.0,29.52,29.89,5.0,24.0,5.9
699,17,56.0,25.0,41.0,26.0,34.0,24.0,0.0,moderate,0.0,0.0,29.59,30.3,0.1,8.0,0.3
700,18,55.0,34.0,45.0,33.0,40.0,20.0,0.0,moderate,0.0,0.0,29.73,30.28,1.1,2.0,2.8
701,19,42.0,28.0,35.0,26.0,30.0,30.0,0.0,BR HZ,0.0,0.0,29.36,30.14,9.4,26.0,9.7
702,20,54.0,32.0,43.0,34.0,39.0,22.0,0.0,BR,0.0,0.0,29.52,30.27,1.8,36.0,4.4
704,2,42.0,27.0,35.0,21.0,30.0,30.0,0.0,moderate,0.0,0.0,28.87,30.02,8.1,29.0,9.1
706,4,67.0,43.0,55.0,40.0,47.0,10.0,0.0,moderate,0.0,0.0,29.52,30.23,0.9,5.0,2.5
707,6,64.0,37.0,51.0,42.0,47.0,14.0,0.0,moderate,0.0,0.0,29.7,30.23,1.6,3.0,2.0
708,7,52.0,34.0,43.0,32.0,38.0,22.0,0.0,BR,0.0,0.0,28.92,30.3,8.9,35.0,9.1
712,11,70.0,49.0,60.0,51.0,55.0,5.0,0.0,BR,0.0,0.0,30.07,30.11,5.6,4.0,6.3
713,12,64.0,53.0,59.0,53.0,56.0,6.0,0.0,BR,0.0,0.0,30.06,30.11,7.0,3.0,7.1
715,14,54.0,35.0,45.0,31.0,38.0,20.0,0.0,moderate,0.0,0.0,28.9,30.29,8.6,35.0,9.0
