,units
2998,55
2999,55
3000,25
3001,47
3002,1
3003,66
3004,3
3005,6
3006,38
3007,68
3008,1
3009,4
3010,5
3011,69
3012,50
3013,2
3014,2
3015,37
3016,68
3017,60
3018,2
3019,68
3020,1
3021,1
3022,2
3023,44
3024,1
3025,1
3026,2
3027,36
3028,2
3029,1
3030,4
3031,62
3032,67
3033,8
3034,60
3035,5
3036,1
3037,52
3038,1
3039,49
3040,1
3041,46
3042,75
3043,60
3044,1
3045,95
3046,1
3047,58
3048,73
3049,1
3050,5
3051,1
3052,6
3053,2
3054,45
3055,2
3056,54
3057,1
3058,1
3059,69
3060,71
3061,4
3062,41
3063,106
3064,1
3065,9
3066,1
3067,67
3068,1
3069,5
3070,69
3071,1
3072,94
3073,2
3074,64
3075,80
3076,2
3077,3
3078,53
3079,1
3080,2
3081,51
3082,81
3083,2
3084,33
3085,61
3086,2
3087,2
3088,6
3089,2
3090,56
3091,91
3092,25
3093,38
3094,76
3095,60
3096,1
3097,16
3098,45
3099,68
3100,41
3101,115
3102,1
3103,1
3104,60
3105,86
3106,2
3107,69
3108,66
3109,99
3110,4
3111,55
3112,47
3113,62
3114,1
3115,21
3116,67
3117,1
3118,1
3119,40
3120,54
3121,64
3122,86
3123,2
3124,72
3125,3
3126,96
3127,4
3128,42
3129,50
3130,44
3131,1
3132,41
3133,45
3134,4
3135,39
3136,1
3137,108
3138,1
3139,1
3140,1
3141,51
3142,68
3143,2
3144,30
3145,59
3146,1
3147,2
3148,2
3149,54
3150,70
3151,2
3152,2
3153,69
3154,1
3155,1
3156,1
3157,1
3158,48
3159,1
3160,47
3161,1
3162,20
3163,68
3164,1
3165,50
3166,89
3167,32
3168,3
3169,49
3170,65
3171,80
3172,1
3173,1
3174,65
3175,1
3176,97
3177,46
3178,79
3179,53
3180,4
3181,27
3182,54
3183,72
3184,4
3185,34
3186,63
3187,2
3188,60
3189,1
3190,19
3191,1
3192,48
3193,69
3194,52
3195,1
3196,53
3197,1
3198,33
3199,65
3200,2
3201,16
3202,46
3203,56
3204,3
3205,69
3206,1
3207,3
3208,70
3209,57
3210,5
3211,105
3212,34
3213,52
3214,1
3215,5
3216,46
3217,66
3218,1
3219,1
3220,1
3221,6
3222,2
3223,50
3224,1
3225,2
3226,2
3227,1
3228,68
3229,60
3230,1
3231,110
3232,36
3233,2
3234,70
3235,6
3236,25
3237,70
3238,3
3239,47
3240,112
3241,50
3242,49
3243,66
3244,1
3245,3
3246,51
3247,39
3248,1
3249,43
3250,123
3251,61
3252,2
3253,29
3254,1
3255,2
3256,55
3257,102
3258,2
3259,56
3260,47
3261,73
3262,1
3263,1
3264,45
3265,69
3266,5
3267,42
3268,1
3269,5
3270,2
3271,47
3272,70
3273,2
3274,39
3275,60
3276,1
3277,68
3278,3
3279,1
3280,69
3281,2
3282,60
3283,2
3284,1
3285,33
3286,32
3287,1
3288,47
3289,4
3290,8
3291,39
3292,63
3293,3
3294,54
3295,3
3296,78
3297,1
3298,71
3299,1
3300,2
3301,58
3302,63
3303,46
3304,59
3305,114
3306,2
3307,51
3308,86
3309,53
3310,2
3311,98
3312,28
3313,52
3314,57
3315,80
3316,1
3317,2
3318,40
3319,63
3320,1
3321,56
3322,100
3323,30
3324,70
3325,80
3326,1
3327,52
3328,26
3329,61
3330,42
3331,89
3332,29
3333,74
3334,1
3335,113
3336,28
3337,57
3338,1
3339,55
3340,40
3341,62
3342,91
3343,65
3344,2
3345,43
3346,1
3347,57
3348,1
3349,6
3350,36
3351,52
3352,1
3353,45
3354,115
3355,1
3356,42
3357,1
3358,63
3359,50
3360,81
3361,58
3362,38
3363,2
3364,40
3365,57
3366,64
3367,67
3368,1
3369,33
3370,67
3371,1
3372,47
3373,33
3374,1
3375,45
3376,2
3377,32
3378,1
3379,109
3380,68
3381,80
3382,1
3383,24
3384,57
3385,2
3386,48
3387,1
3388,2
3389,60
3390,72
3391,1
3392,5
3393,22
3394,63
3395,2
3396,61
3397,2
3398,75
3399,69
3400,2
3401,30
3402,1
3403,60
3404,3
3405,2
3406,1
3407,68
3408,29
3409,40
3410,2
3411,45
3412,2
3413,57
3414,1
3415,1
3416,52
3417,61
3418,1
3419,1
3420,51
3421,1
3422,58
3423,50
3424,4
3425,41
3426,67
3427,1
3428,103
3429,2
3430,1
3431,41
3432,67
3433,1
3434,1
3435,40
3436,67
3437,2
3438,2
3439,1
3440,1
3441,20
3442,2
3443,4
3444,41
3445,69
3446,67
3447,3
3448,43
3449,78
3450,1
3451,2
3452,77
3453,2
3454,48
3455,56
3456,66
3457,2
3458,24
3459,1
3460,1
3461,52
3462,1
3463,1
3464,45
3465,65
3466,67
3467,80
3468,1
3469,1
3470,6
3471,1
3472,61
3473,1
3474,1
3475,4
3476,59
3477,1
3478,101
3479,3
3480,41
3481,5
3482,50
3483,51
3484,1
3485,63
3486,2
3487,1
3488,60
3489,5
3490,8
3491,58
3492,63
3493,1
3494,69
3495,2
3496,1
3497,59
3498,1
3499,1
3500,58
3501,71
3502,83
3503,3
3504,2
3505,48
3506,4
3507,60
3508,63
3509,77
3510,1
3511,66
3512,1
3513,1
3514,1
3515,55
3516,60
3517,88
3518,73
3519,45
3520,2
3521,112
3522,2
3523,48
3524,65
3525,68
3526,2
3527,40
3528,1
3529,1
3530,39
3531,2
3532,56
3533,1
3534,2
3535,52
3536,58
3537,50
3538,3
3539,58
3540,4
3541,11
3542,25
3543,57
3544,70
3545,1
3546,73
3547,57
3548,70
3549,1
3550,2
3551,48
3552,75
3553,1
3554,70
3555,63
3556,107
3557,67
3558,69
3559,86
3560,2
3561,65
3562,1
3563,111
3564,50
3565,73
3566,1
3567,44
3568,42
3569,6
3570,28
3571,58
3572,70
3573,64
3574,39
3575,61
3576,41
3577,2
3578,1
3579,30
3580,59
3581,66
3582,66
3583,55
3584,2
3585,57
3586,1
3587,3
3588,56
3589,2
3590,60
3591,2
3592,1
3593,2
3594,72
3595,63
3596,1
3597,42
3598,114
3599,49
3600,58
3601,60
3602,72
3603,1
3604,29
3605,37
3606,4
3607,114
3608,59
3609,62
3610,1
3611,12
3612,30
3613,69
3614,1
3615,1
3616,52
3617,59
3618,70
3619,1
3620,6
3621,22
3622,1
3623,41
3624,105
3625,9
3626,60
3627,1
3628,1
3629,71
3630,59
3631,1
3632,74
3633,2
3634,1
3635,1
3636,1
3637,1
3638,1
3639,71
3640,1
3641,2
3642,37
3643,2
3644,62
3645,87
3646,3
3647,3
3648,52
3649,1
3650,119
3651,1
3652,51
3653,92
3654,2
3655,32
3656,65
3657,1
3658,5
3659,1
3660,63
3661,65
3662,2
3663,3
3664,1
3665,52
3666,118
3667,28
3668,4
3669,55
3670,1
3671,33
3672,71
3673,1
3674,1
3675,73
3676,51
3677,48
3678,71
3679,64
3680,3
3681,7
3682,1
3683,41
3684,110
3685,60
3686,57
3687,84
3688,73
3689,1
3690,6
3691,4
3692,54
3693,2
3694,10
3695,43
3696,2
3697,1
3698,53
3699,65
3700,2
3701,109
3702,56
3703,57
3704,68
3705,72
3706,1
3707,34
3708,50
3709,78
3710,61
3711,42
3712,61
3713,1
3714,55
3715,1
3716,63
3717,2
3718,61
3719,1
3720,1
3721,50
3722,109
3723,2
3724,4
3725,56
3726,3
3727,71
3728,2
3729,104
3730,52
3731,46
3732,28
3733,67
3734,74
3735,2
3736,71
3737,52
3738,2
3739,47
3740,51
3741,1
3742,69
3743,2
3744,40
3745,57
3746,1
3747,2
3748,60
3749,52
3750,55
3751,1
3752,59
3753,76
3754,63
3755,4
3756,3
3757,42
3758,60
3759,83
3760,1
3761,42
3762,74
3763,2
3764,44
3765,113
3766,29
3767,4
3768,55
3769,86
3770,1
3771,30
3772,74
3773,1
3774,1
3775,34
3776,2
3777,62
3778,88
3779,72
3780,1
3781,48
3782,1
3783,59
3784,67
3785,2
3786,55
3787,33
3788,71
3789,2
3790,50
3791,78
3792,54
3793,8
3794,46
3795,69
3796,2
3797,29
3798,50
3799,46
3800,45
3801,3
3802,1
3803,111
3804,32
3805,2
3806,71
3807,47
3808,84
3809,1
3810,25
3811,73
3812,1
3813,2
3814,66
3815,1
3816,1
3817,41
3818,60
3819,2
3820,39
3821,73
3822,39
3823,3
3824,41
3825,61
3826,50
3827,1
3828,1
3829,3
3830,54
3831,36
3832,66
3833,49
3834,46
3835,74
3836,4
3837,4
3838,57
3839,2
3840,3
3841,2
3842,68
3843,1
3844,51
3845,1
3846,1
3847,1
3848,1
3849,48
3850,72
3851,1
3852,1
3853,11
3854,1
3855,58
3856,2
3857,3
3858,1
3859,68
3860,1
3861,44
3862,51
3863,64
3864,3
3865,50
3866,1
3867,69
3868,33
3869,1
3870,35
3871,2
3872,55
3873,5
3874,25
3875,69
3876,2
3877,53
3878,1
3879,112
3880,1
3881,38
3882,60
3883,1
3884,71
3885,2
3886,1
3887,53
3888,57
3889,84
3890,43
3891,70
3892,2
3893,55
3894,53
3895,45
3896,71
3897,59
3898,73
3899,1
3900,51
3901,1
3902,64
3903,1
3904,4
3905,38
3906,54
3907,68
3908,3
3909,53
3910,67
3911,1
3912,50
3913,2
3914,15
3915,60
3916,60
3917,71
3918,4
3919,6
3920,1
3921,51
3922,1
3923,61
3924,3
3925,63
3926,1
3927,29
3928,72
3929,1
3930,100
3931,1
3932,64
3933,1
3934,31
3935,70
3936,1
3937,51
3938,57
3939,59
3940,72
3941,1
3942,23
3943,59
3944,1
3945,37
3946,57
3947,1
3948,1
3949,34
3950,67
3951,3
3952,50
3953,72
3954,1
3955,21
3956,53
3957,50
3958,8
3959,54
3960,70
3961,1
3962,10
3963,1
3964,21
3965,61
3966,1
3967,5
3968,9
3969,58
3970,79
3971,10
3972,1
3973,50
3974,1
3975,70
3976,1
3977,65
3978,1
3979,44
3980,78
3981,1
3982,48
3983,2
3984,36
3985,56
3986,58
3987,90
3988,3
3989,38
3990,67
3991,41
3992,108
3993,26
3994,60
3995,41
3996,82
3997,1
3998,3
3999,26
4000,60
4001,63
4002,98
4003,56
4004,64
4005,61
4006,47
4007,57
4008,98
4009,3
4010,69
4011,33
4012,68
4013,3
4014,59
4015,116
4016,35
4017,48
4018,1
4019,45
4020,66
4021,1
4022,2
4023,1
4024,2
4025,5
4026,64
4027,1
4028,1
4029,1
4030,1
4031,44
4032,2
4033,52
4034,55
4035,69
4036,5
4037,2
4038,1
4039,1
4040,48
4041,1
4042,44
4043,1
4044,109
4045,56
4046,85
4047,1
4048,46
4049,68
4050,42
4051,2
4052,111
4053,3
4054,81
4055,2
4056,35
4057,60
4058,48
4059,3
4060,30
4061,50
4062,1
4063,9
4064,1
4065,72
4066,1
4067,62
4068,52
4069,1
4070,64
4071,1
4072,7
4073,67
4074,3
4075,35
4076,62
4077,113
4078,58
4079,76
4080,4
4081,1
4082,71
4083,50
4084,95
4085,70
4086,69
4087,78
4088,1
4089,1
4090,4
4091,1
4092,53
4093,68
4094,54
4095,111
4096,3
4097,3
4098,64
4099,2
4100,2
4101,20
4102,52
4103,72
4104,63
4105,6
4106,1
4107,14
4108,35
4109,53
4110,2
4111,43
4112,55
4113,2
4114,53
4115,1
4116,15
4117,57
4118,1
4119,65
4120,1
4121,70
4122,2
4123,116
4124,1
4125,47
4126,73
4127,3
4128,1
4129,1
4130,66
4131,96
4132,60
4133,61
4134,1
4135,66
4136,42
4137,110
4138,4
4139,57
4140,64
4141,68
4142,46
4143,70
4144,64
4145,114
4146,43
4147,63
4148,61
4149,5
4150,44
4151,78
4152,1
4153,46
4154,62
4155,3
4156,111
4157,41
4158,53
4159,41
4160,88
4161,1
4162,45
4163,47
4164,105
4165,58
4166,1
4167,1
4168,55
4169,63
4170,1
4171,2
4172,72
4173,2
4174,34
4175,93
4176,2
4177,52
4178,66
4179,90
4180,1
4181,71
4182,2
4183,87
4184,56
4185,71
4186,1
4187,1
4188,68
4189,3
4190,61
4191,2
4192,95
4193,1
4194,2
4195,40
4196,52
4197,48
4198,67
4199,2
4200,44
4201,97
4202,4
4203,55
4204,64
4205,59
4206,64
4207,58
4208,4
4209,100
4210,1
4211,42
4212,45
4213,47
4214,63
4215,3
4216,60
4217,1
4218,64
4219,70
4220,4
4221,1
4222,57
4223,2
4224,55
4225,2
4226,71
4227,1
4228,4
4229,1
4230,63
4231,59
4232,4
4233,41
4234,58
4235,2
4236,3
4237,93
4238,3
4239,47
4240,47
4241,63
4242,64
4243,33
4244,51
4245,64
4246,2
4247,31
4248,59
4249,69
4250,1
4251,66
4252,2
4253,60
4254,1
4255,42
4256,60
4257,29
4258,59
4259,117
4260,55
4261,72
4262,2
4263,1
4264,57
4265,2
4266,36
4267,1
4268,102
4269,1
4270,46
4271,52
4272,78
4273,1
4274,33
4275,45
4276,3
4277,66
4278,1
4279,4
4280,37
4281,10
4282,45
4283,50
4284,67
4285,58
4286,2
4287,8
4288,4
4289,52
4290,63
4291,15
4292,55
4293,49
4294,40
4295,64
4296,17
4297,52
4298,45
4299,1
4300,53
4301,1
4302,3
4303,8
4304,49
4305,91
4306,3
4307,71
4308,1
4309,63
4310,1
4311,2
4312,77
4313,1
4314,60
4315,46
4316,81
4317,2
4318,61
4319,1
4320,1
4321,52
4322,68
4323,1
4324,27
4325,64
4326,1
4327,58
4328,69
4329,72
4330,1
4331,59
4332,1
4333,35
4334,52
4335,62
4336,1
4337,1
4338,47
4339,36
4340,109
4341,54
4342,70
4343,122
4344,61
4345,92
4346,35
4347,62
4348,71
4349,6
4350,57
4351,69
4352,57
4353,1
4354,2
4355,63
4356,48
4357,74
4358,1
4359,4
4360,42
4361,74
4362,110
4363,44
4364,48
4365,56
4366,3
4367,7
4368,58
4369,1
4370,60
4371,94
4372,44
4373,53
4374,50
4375,60
4376,2
4377,55
4378,91
4379,3
4380,30
4381,57
4382,50
4383,73
4384,31
4385,61
4386,3
4387,98
4388,2
4389,46
4390,50
4391,1
4392,3
4393,4
4394,1
4395,42
4396,63
4397,2
4398,2
4399,39
4400,1
4401,113
4402,55
4403,2
4404,2
4405,105
4406,60
4407,59
4408,2
4409,59
4410,1
4411,50
4412,1
4413,96
4414,47
4415,57
4416,1
4417,57
4418,4
4419,59
4420,1
4421,42
4422,69
4423,88
4424,72
4425,2
4426,64
4427,1
4428,16
4429,29
4430,63
4431,56
4432,78
4433,1
4434,60
4435,1
4436,50
4437,59
4438,2
4439,1
4440,50
4441,57
4442,79
4443,1
4444,55
4445,1
4446,4
4447,55
4448,46
4449,70
4450,69
4451,1
4452,103
4453,29
4454,58
4455,2
4456,1
4457,43
4458,57
4459,2
4460,49
4461,48
4462,62
4463,1
4464,54
4465,1
4466,34
4467,69
4468,1
4469,2
4470,2
4471,59
4472,59
4473,70
4474,1
4475,1
4476,46
4477,60
4478,85
4479,47
4480,69
4481,2
4482,88
4483,55
4484,68
4485,62
4486,60
4487,1
4488,61
4489,110
4490,1
4491,29
4492,53
4493,45
4494,83
4495,1
4496,41
4497,68
4498,2
4499,47
4500,43
4501,2
4502,47
4503,1
4504,38
4505,1
4506,44
4507,56
4508,64
4509,29
4510,1
4511,49
4512,83
4513,1
4514,5
4515,56
4516,58
4517,55
4518,1
4519,44
4520,61
4521,72
4522,1
4523,30
4524,65
4525,60
4526,1
4527,69
4528,81
4529,2
4530,17
4531,28
4532,59
4533,1
4534,60
4535,65
4536,72
4537,66
4538,3
4539,32
4540,55
4541,2
4542,1
4543,42
4544,68
4545,1
4546,28
4547,57
4548,2
4549,59
4550,43
4551,52
4552,64
4553,68
4554,3
4555,27
4556,47
4557,110
4558,62
4559,1
4560,62
4561,7
4562,66
4563,4
4564,3
4565,1
4566,21
4567,2
4568,112
4569,1
4570,37
4571,55
4572,71
4573,1
4574,2
4575,105
4576,68
4577,47
4578,83
4579,1
4580,1
4581,25
4582,114
4583,1
4584,48
4585,55
4586,66
4587,1
4588,27
4589,49
4590,1
4591,48
4592,102
4593,1
4594,42
4595,47
4596,86
4597,1
4598,1
4599,1
4600,1
4601,55
4602,2
4603,1
4604,2
4605,3
4606,54
4607,50
4608,1
4609,1
4610,48
4611,65
4612,79
4613,48
4614,2
4615,115
4616,52
4617,64
4618,70
4619,1
4620,51
4621,2
4622,1
4623,112
4624,47
4625,60
4626,3
4627,41
4628,64
4629,1
4630,118
4631,1
4632,1
4633,69
4634,2
4635,1
4636,49
4637,72
4638,2
4639,48
4640,62
4641,2
4642,50
4643,5
4644,1
4645,72
4646,44
4647,1
4648,72
4649,2
4650,1
4651,43
4652,71
4653,1
4654,50
4655,1
4656,66
4657,72
4658,1
4659,50
4660,61
4661,1
4662,102
4663,2
4664,1
4665,49
4666,59
4667,47
4668,5
4669,1
4670,73
4671,1
4672,43
4673,46
4674,83
4675,2
4676,35
4677,58
4678,4
4679,68
4680,72
4681,85
4682,1
4683,1
4684,48
4685,56
4686,79
4687,2
4688,2
4689,53
4690,78
4691,40
4692,62
4693,60
4694,1
4695,1
4696,24
4697,54
4698,43
4699,10
4700,67
4701,68
4702,4
4703,1
4704,73
4705,1
4706,64
4707,68
4708,75
4709,1
4710,3
4711,20
4712,74
4713,48
4714,105
4715,3
4716,52
4717,68
4718,1
4719,2
4720,43
4721,70
4722,66
4723,1
4724,48
4725,2
4726,26
4727,48
4728,1
4729,71
4730,2
4731,7
4732,68
4733,74
4734,2
4735,3
4736,38
4737,62
4738,76
4739,62
4740,2
4741,57
4742,73
4743,2
4744,51
4745,4
4746,1
4747,5
4748,39
4749,59
4750,12
4751,113
4752,74
4753,48
4754,68
4755,62
4756,2
4757,52
4758,57
4759,72
4760,66
4761,4
4762,40
4763,32
4764,56
4765,75
4766,3
4767,25
4768,67
4769,50
4770,2
4771,124
4772,32
4773,57
4774,65
4775,1
4776,57
4777,82
4778,2
4779,56
4780,62
4781,1
4782,42
4783,1
4784,55
4785,60
4786,42
4787,87
4788,1
4789,2
4790,34
4791,73
4792,4
4793,4
4794,1
4795,3
4796,1
4797,2
4798,83
4799,3
4800,3
4801,28
4802,2
4803,4
4804,85
4805,1
4806,3
4807,2
4808,26
4809,69
4810,4
4811,2
4812,55
4813,82
4814,3
4815,1
4816,74
4817,2
4818,3
4819,1
4820,2
4821,80
4822,1
4823,3
4824,2
4825,63
4826,3
4827,5
4828,61
4829,89
4830,4
4831,58
4832,112
4833,57
4834,59
4835,59
4836,84
4837,2
4838,10
4839,1
4840,21
4841,44
4842,43
4843,45
4844,68
4845,2
4846,5
4847,2
4848,7
4849,3
4850,33
4851,1
4852,1
4853,116
4854,58
4855,76
4856,3
4857,1
4858,1
4859,51
4860,69
4861,1
4862,45
4863,2
4864,80
4865,2
4866,27
4867,1
4868,66
4869,60
4870,73
4871,2
4872,1
4873,73
4874,104
4875,50
4876,55
4877,73
4878,1
4879,1
4880,49
4881,1
4882,38
4883,71
4884,75
4885,2
4886,75
4887,2
4888,106
4889,65
4890,70
4891,1
4892,1
4893,26
4894,68
4895,56
4896,109
4897,41
4898,59
4899,41
4900,68
4901,1
4902,1
4903,36
4904,47
4905,111
4906,61
4907,66
4908,88
4909,24
4910,65
4911,1
4912,46
4913,2
4914,56
4915,1
4916,2
4917,34
4918,4
4919,51
4920,52
4921,1
4922,78
4923,3
4924,113
4925,74
4926,1
4927,2
4928,78
4929,38
4930,100
4931,62
4932,58
4933,2
4934,3
4935,32
4936,65
4937,1
4938,41
4939,113
4940,45
4941,57
4942,63
4943,2
4944,1
4945,6
4946,2
4947,1
4948,100
4949,48
4950,70
4951,59
4952,3
4953,2
4954,29
4955,70
4956,38
4957,61
4958,67
4959,1
4960,1
4961,71
4962,1
4963,39
4964,72
4965,1
4966,77
4967,4
4968,32
4969,52
4970,71
4971,69
4972,68
4973,1
4974,3
4975,2
4976,114
4977,5
4978,55
4979,48
4980,59
4981,1
4982,1
4983,1
4984,21
4985,62
4986,41
4987,91
4988,10
4989,48
4990,3
4991,3
4992,52
4993,2
4994,47
4995,64
4996,76
4997,3
4998,52
4999,50
5000,1
5001,3
5002,1
5003,4
5004,2
5005,45
5006,4
5007,67
5008,3
5009,11
5010,1
5011,46
5012,51
5013,1
5014,60
5015,58
5016,56
5017,6
5018,61
5019,3
5020,2
5021,31
5022,65
5023,2
5024,2
5025,53
5026,5
5027,67
5028,67
5029,82
5030,38
5031,65
5032,1
5033,62
5034,106
5035,49
5036,76
5037,1
5038,57
5039,60
5040,103
5041,3
5042,39
5043,56
5044,69
5045,39
5046,63
5047,2
5048,6
5049,52
5050,50
5051,62
5052,6
5053,1
5054,70
5055,3
5056,2
5057,1
5058,1
5059,69
5060,67
5061,85
5062,31
5063,73
5064,75
5065,89
5066,1
5067,6
5068,4
5069,71
5070,64
5071,47
5072,78
5073,2
5074,1
5075,46
5076,63
5077,60
5078,1
5079,1
5080,2
5081,54
5082,1
5083,57
5084,64
5085,51
5086,89
5087,1
5088,43
5089,52
5090,51
5091,58
5092,49
5093,1
5094,62
5095,1
5096,1
5097,6
5098,36
5099,75
5100,37
5101,53
5102,41
5103,1
5104,118
5105,66
5106,62
5107,87
5108,5
5109,2
5110,73
5111,1
5112,102
5113,4
5114,69
5115,51
5116,83
5117,1
5118,35
5119,59
5120,12
5121,35
5122,71
5123,76
5124,1
5125,1
5126,52
5127,93
5128,61
5129,70
5130,65
5131,2
5132,40
5133,54
5134,50
5135,110
5136,48
5137,62
5138,44
5139,88
5140,1
5141,21
5142,48
5143,1
5144,52
5145,73
5146,1
5147,4
5148,68
5149,4
5150,3
5151,5
5152,45
5153,2
5154,2
5155,4
5156,1
5157,2
5158,7
5159,1
5160,32
5161,39
5162,68
5163,1
5164,3
5165,42
5166,1
5167,1
5168,54
5169,67
5170,1
5171,35
5172,54
5173,76
5174,1
5175,1
5176,51
5177,57
5178,1
5179,49
5180,2
5181,43
5182,1
5183,77
5184,1
5185,1
5186,53
5187,63
5188,36
5189,2
5190,3
5191,66
5192,1
5193,2
5194,75
5195,56
5196,3
5197,52
5198,2
5199,44
5200,3
5201,5
5202,45
5203,101
5204,2
5205,68
5206,66
5207,2
5208,36
5209,67
5210,96
5211,40
5212,60
5213,70
5214,32
5215,46
5216,104
5217,31
5218,45
5219,74
5220,1
5221,52
5222,43
5223,43
5224,67
5225,46
5226,1
5227,78
5228,7
5229,76
5230,87
5231,1
5232,1
5233,56
5234,1
5235,91
5236,33
5237,63
5238,59
5239,66
5240,1
5241,2
5242,45
5243,103
5244,65
5245,70
5246,64
5247,2
5248,2
5249,51
5250,1
5251,1
5252,55
5253,45
5254,88
5255,1
5256,2
5257,38
5258,43
5259,102
5260,46
5261,1
5262,60
5263,39
5264,2
5265,33
5266,1
5267,34
5268,2
5269,55
5270,71
5271,10
5272,35
5273,61
5274,3
5275,48
5276,1
5277,2
5278,42
5279,68
5280,68
5281,119
5282,1
5283,2
5284,25
5285,61
5286,1
5287,63
5288,119
5289,70
5290,71
5291,24
5292,48
5293,44
5294,63
5295,4
5296,68
5297,54
5298,52
5299,72
5300,2
5301,1
5302,32
5303,51
5304,44
5305,1
5306,1
5307,21
5308,50
5309,2
5310,34
5311,69
5312,9
5313,28
5314,61
5315,65
5316,3
5317,61
5318,75
5319,2
5320,1
5321,42
5322,60
5323,3
5324,102
5325,1
5326,22
5327,49
5328,1
5329,41
5330,96
5331,69
5332,1
5333,35
5334,50
5335,1
5336,52
5337,26
5338,1
5339,62
5340,47
5341,62
5342,1
5343,32
5344,51
5345,1
5346,106
5347,57
5348,40
5349,58
5350,1
5351,1
5352,42
5353,68
5354,2
5355,1
5356,49
5357,2
5358,2
5359,39
5360,56
5361,1
5362,3
5363,1
5364,55
5365,74
5366,1
5367,27
5368,51
5369,52
5370,109
5371,69
5372,74
5373,1
5374,1
5375,2
5376,2
5377,2
5378,40
5379,64
5380,68
5381,104
5382,64
5383,80
5384,1
5385,2
5386,1
5387,28
5388,53
5389,68
5390,87
5391,54
5392,66
5393,47
5394,68
5395,23
5396,63
5397,1
5398,109
5399,60
5400,73
5401,2
5402,48
5403,52
5404,104
5405,51
5406,46
5407,2
5408,99
5409,2
5410,71
5411,67
5412,60
5413,1
5414,23
5415,45
5416,70
5417,41
5418,80
5419,1
5420,26
5421,60
5422,57
5423,1
5424,1
5425,33
5426,63
5427,2
5428,110
5429,43
5430,61
5431,47
5432,77
5433,2
5434,56
5435,100
5436,31
5437,73
5438,77
5439,2
5440,49
5441,118
5442,3
5443,3
5444,1
5445,109
5446,4
5447,68
5448,40
5449,3
5450,43
5451,2
5452,35
5453,1
5454,67
5455,2
5456,1
5457,26
5458,69
5459,56
5460,36
5461,53
5462,52
5463,1
5464,2
5465,45
5466,56
5467,1
5468,7
5469,2
5470,55
5471,38
5472,100
5473,34
5474,60
5475,65
5476,1
5477,46
5478,54
5479,3
5480,105
5481,55
5482,2
5483,70
5484,78
5485,2
5486,56
5487,46
5488,108
5489,37
5490,43
5491,76
5492,1
5493,53
5494,50
5495,1
5496,3
5497,2
5498,1
5499,3
5500,43
5501,1
5502,69
5503,75
5504,86
5505,4
5506,44
5507,63
5508,46
5509,58
5510,72
5511,59
5512,91
5513,2
5514,54
5515,69
5516,55
5517,117
5518,50
5519,3
5520,53
5521,76
5522,2
5523,36
5524,51
5525,1
5526,62
5527,55
5528,1
5529,35
5530,46
5531,1
5532,37
5533,45
5534,3
5535,66
5536,81
5537,1
5538,47
5539,59
5540,38
5541,68
5542,82
5543,1
5544,47
5545,53
5546,1
5547,68
5548,4
5549,2
5550,53
5551,2
5552,1
5553,2
5554,67
5555,73
5556,1
5557,2
5558,61
5559,46
5560,2
5561,64
5562,52
5563,1
5564,4
5565,61
5566,1
5567,54
5568,64
5569,49
5570,86
5571,1
5572,4
5573,41
5574,53
5575,71
5576,2
5577,50
5578,2
5579,3
5580,56
5581,115
5582,71
5583,75
5584,1
5585,35
5586,53
5587,39
5588,56
5589,1
5590,90
5591,2
5592,53
5593,2
5594,52
5595,1
5596,38
5597,71
5598,1
5599,52
5600,2
5601,61
5602,3
5603,57
5604,67
5605,54
5606,1
5607,70
5608,1
5609,50
5610,2
5611,3
5612,1
5613,39
5614,1
5615,74
5616,2
5617,1
5618,22
5619,54
5620,1
5621,69
5622,71
5623,4
5624,40
5625,60
5626,108
5627,1
5628,59
5629,52
5630,24
5631,61
5632,44
5633,40
5634,65
5635,52
5636,58
5637,53
5638,1
5639,68
5640,2
5641,55
5642,65
5643,58
5644,66
5645,1
5646,26
5647,54
5648,69
5649,56
5650,2
5651,55
5652,2
5653,3
5654,41
5655,2
5656,52
5657,2
5658,72
5659,64
5660,87
5661,1
5662,62
5663,1
5664,4
5665,57
5666,2
5667,2
5668,60
5669,1
5670,1
5671,51
5672,64
5673,1
5674,48
5675,1
5676,2
5677,2
5678,62
5679,3
5680,2
5681,66
5682,66
5683,5
5684,44
5685,47
5686,1
5687,74
5688,3
5689,26
5690,48
5691,105
5692,54
5693,1
5694,67
5695,47
5696,1
5697,1
5698,28
5699,70
5700,63
5701,1
5702,46
5703,4
5704,1
5705,45
5706,3
5707,40
5708,1
5709,4
5710,1
5711,31
5712,56
5713,2
5714,1
5715,50
5716,46
5717,2
5718,3
5719,42
5720,73
5721,53
5722,72
5723,62
5724,2
5725,55
5726,2
5727,3
5728,46
5729,70
5730,3
5731,1
5732,53
5733,66
5734,115
5735,62
5736,1
5737,1
5738,60
5739,92
5740,56
5741,90
5742,23
5743,52
5744,39
5745,107
5746,70
5747,82
5748,3
5749,68
5750,54
5751,87
5752,53
5753,51
5754,63
5755,1
5756,21
5757,43
5758,67
5759,71
5760,2
5761,49
5762,56
5763,39
5764,65
5765,5
5766,56
5767,2
5768,1
5769,1
5770,63
5771,2
5772,112
5773,61
5774,1
5775,3
5776,60
5777,99
5778,73
5779,61
5780,86
5781,21
5782,55
5783,2
5784,116
5785,30
5786,47
5787,69
5788,2
5789,1
5790,47
5791,41
5792,1
5793,88
5794,36
5795,53
5796,84
