,station_nbr,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
434,18,2012-01-23,62.0,39.0,51.0,32.0,43.0,14.0,0.0,727.0,1751.0,moderate,0.0,0.0,29.54,30.05,1.0,36.0,3.8
438,2,2012-01-24,50.0,35.0,43.0,38.0,42.0,22.0,0.0,708.0,1651.0,BR,0.0,0.03,28.8,29.93,11.1,26.0,12.6
439,3,2012-01-24,65.0,30.0,48.0,26.0,40.0,17.0,0.0,730.0,1741.0,RA,0.0,0.07,29.36,30.07,8.0,14.0,8.3
441,6,2012-01-24,69.0,40.0,55.0,54.0,56.0,10.0,0.0,725.0,1801.0,RA BR,0.0,0.15,29.34,29.9,2.8,9.0,5.1
446,11,2012-01-24,82.0,54.0,68.0,57.0,60.0,0.0,3.0,722.0,1756.0,moderate,0.0,0.0,30.1,30.15,1.2,19.0,3.4
449,14,2012-01-24,65.0,34.0,50.0,32.0,41.0,15.0,0.0,735.0,1750.0,RA BR,0.0,1.52,28.62,30.01,11.4,13.0,13.1
450,15,2012-01-24,49.0,31.0,40.0,32.0,35.0,25.0,0.0,709.0,1647.0,FG+ FG FZFG BR,0.0,0.01,29.51,29.92,3.6,28.0,3.7
453,18,2012-01-24,69.0,42.0,56.0,39.0,47.0,9.0,0.0,727.0,1752.0,TSRA RA BR,0.0,1.44,29.44,29.98,10.1,10.0,10.6
454,19,2012-01-24,32.0,22.0,27.0,19.0,25.0,38.0,0.0,714.0,1654.0,BR,0.0,0.0,29.44,30.18,8.0,28.0,8.5
457,2,2012-01-25,36.0,31.0,34.0,23.0,29.0,31.0,0.0,707.0,1652.0,moderate,0.0,0.0,29.03,30.16,11.5,29.0,11.9
458,3,2012-01-25,49.0,41.0,45.0,41.0,43.0,20.0,0.0,729.0,1742.0,RA DZ BR,0.0,0.52,29.25,30.0,7.0,2.0,7.8
459,4,2012-01-25,70.0,50.0,60.0,52.0,54.0,5.0,0.0,725.0,1801.0,TS TSRA BR,0.0,3.14,29.18,29.85,5.1,33.0,6.9
460,6,2012-01-25,70.0,51.0,61.0,52.0,54.0,4.0,0.0,725.0,1801.0,TS TSRA BR,0.0,5.67,29.34,29.85,6.5,32.0,9.7
465,11,2012-01-25,76.0,51.0,64.0,58.0,60.0,1.0,0.0,721.0,1757.0,FG+ FG BR,0.0,0.0,30.14,30.18,3.9,8.0,4.3
468,14,2012-01-25,51.0,38.0,45.0,40.0,42.0,20.0,0.0,735.0,1751.0,RA BR,0.0,0.71,28.56,29.98,12.6,1.0,14.0
469,15,2012-01-25,37.0,31.0,34.0,23.0,30.0,31.0,0.0,708.0,1649.0,moderate,0.0,0.0,29.73,30.14,8.9,29.0,9.2
472,18,2012-01-25,52.0,47.0,50.0,46.0,47.0,15.0,0.0,726.0,1753.0,TSRA RA BR,0.0,3.06,29.34,29.88,10.2,36.0,11.6
473,19,2012-01-25,35.0,22.0,29.0,24.0,28.0,36.0,0.0,713.0,1655.0,BR HZ,0.0,0.0,29.44,30.24,3.7,18.0,4.0
477,3,2012-01-26,62.0,39.0,51.0,31.0,41.0,14.0,0.0,729.0,1744.0,moderate,0.0,0.0,29.2,29.92,9.5,34.0,9.9
478,4,2012-01-26,70.0,47.0,59.0,41.0,49.0,6.0,0.0,725.0,1801.0,moderate,0.0,0.0,29.32,30.0,3.4,31.0,4.6
479,6,2012-01-26,69.0,39.0,54.0,42.0,49.0,11.0,0.0,724.0,1801.0,moderate,0.0,0.0,29.49,29.99,6.5,30.0,7.1
484,11,2012-01-26,81.0,54.0,68.0,60.0,62.0,0.0,3.0,721.0,1758.0,FG+ BR,0.0,0.0,30.0,30.02,5.8,17.0,6.1
487,14,2012-01-26,55.0,33.0,44.0,33.0,38.0,21.0,0.0,734.0,1752.0,BR,0.0,0.0,28.58,29.97,7.9,33.0,9.0
488,15,2012-01-26,39.0,28.0,34.0,22.0,29.0,31.0,0.0,707.0,1650.0,FZRA SN BR UP,0.5,0.13,29.77,30.14,2.2,30.0,4.8
491,18,2012-01-26,62.0,44.0,53.0,41.0,46.0,12.0,0.0,726.0,1754.0,RA DZ BR,0.0,0.23,29.44,29.95,8.2,32.0,8.8
496,3,2012-01-27,64.0,30.0,47.0,30.0,40.0,18.0,0.0,728.0,1745.0,moderate,0.0,0.0,29.26,29.96,1.8,21.0,11.1
497,4,2012-01-27,71.0,38.0,55.0,42.0,49.0,10.0,0.0,725.0,1802.0,moderate,0.0,0.0,29.34,30.03,2.8,19.0,4.3
498,6,2012-01-27,71.0,32.0,52.0,43.0,47.0,13.0,0.0,724.0,1802.0,moderate,0.0,0.0,29.51,30.03,6.2,19.0,7.1
503,11,2012-01-27,73.0,46.0,60.0,53.0,58.0,5.0,0.0,721.0,1759.0,RA BR,0.0,0.02,29.88,29.94,9.2,25.0,11.9
506,14,2012-01-27,62.0,35.0,49.0,32.0,40.0,16.0,0.0,733.0,1753.0,moderate,0.0,0.0,28.61,29.96,3.2,27.0,17.2
507,15,2012-01-27,38.0,31.0,35.0,33.0,34.0,30.0,0.0,707.0,1651.0,RA FZRA BR,0.0,1.2,29.25,29.58,3.3,31.0,4.9
510,18,2012-01-27,67.0,36.0,52.0,39.0,46.0,13.0,0.0,725.0,1755.0,moderate,0.0,0.0,29.49,29.98,3.7,20.0,9.4
515,3,2012-01-28,51.0,27.0,39.0,19.0,32.0,26.0,0.0,727.0,1746.0,moderate,0.0,0.0,29.67,30.39,4.2,28.0,6.8
516,4,2012-01-28,59.0,41.0,50.0,28.0,41.0,15.0,0.0,724.0,1803.0,moderate,0.0,0.0,29.68,30.37,7.9,2.0,8.5
517,6,2012-01-28,60.0,34.0,47.0,31.0,41.0,18.0,0.0,723.0,1803.0,moderate,0.0,0.0,29.85,30.36,14.6,2.0,14.9
522,11,2012-01-28,71.0,39.0,55.0,40.0,46.0,10.0,0.0,720.0,1759.0,moderate,0.0,0.0,30.09,30.14,2.6,30.0,2.7
525,14,2012-01-28,49.0,29.0,39.0,22.0,31.0,26.0,0.0,733.0,1754.0,moderate,0.0,0.0,29.01,30.41,3.8,31.0,7.2
529,18,2012-01-28,53.0,36.0,45.0,26.0,37.0,20.0,0.0,725.0,1756.0,moderate,0.0,0.0,29.91,30.4,8.8,36.0,9.1
530,19,2012-01-28,37.0,26.0,32.0,18.0,26.0,33.0,0.0,711.0,1659.0,SN BR,0.5,0.05,29.18,29.92,14.2,26.0,15.1
534,3,2012-01-29,61.0,33.0,47.0,24.0,37.0,18.0,0.0,727.0,1747.0,moderate,0.0,0.0,29.53,30.28,8.0,20.0,8.5
535,4,2012-01-29,63.0,34.0,49.0,31.0,41.0,16.0,0.0,724.0,1804.0,moderate,0.0,0.0,29.68,30.41,0.6,16.0,2.0
536,6,2012-01-29,63.0,29.0,46.0,33.0,40.0,19.0,0.0,723.0,1804.0,moderate,0.0,0.0,29.85,30.4,1.0,15.0,3.5
541,11,2012-01-29,65.0,37.0,51.0,40.0,45.0,14.0,0.0,720.0,1800.0,moderate,0.0,0.0,30.26,30.31,4.0,3.0,5.0
544,14,2012-01-29,58.0,27.0,43.0,27.0,35.0,22.0,0.0,732.0,1755.0,moderate,0.0,0.0,28.87,30.3,10.8,20.0,11.2
545,15,2012-01-29,40.0,21.0,31.0,15.0,27.0,34.0,0.0,705.0,1654.0,moderate,0.0,0.0,29.57,29.97,8.5,26.0,9.0
548,18,2012-01-29,61.0,31.0,46.0,29.0,39.0,19.0,0.0,724.0,1757.0,moderate,0.0,0.0,29.83,30.37,4.6,19.0,5.1
549,19,2012-01-29,30.0,17.0,24.0,14.0,21.0,41.0,0.0,710.0,1700.0,SN BR,1.7,0.07,29.33,30.1,7.9,28.0,9.2
553,3,2012-01-30,67.0,41.0,54.0,37.0,46.0,11.0,0.0,726.0,1748.0,moderate,0.0,0.0,29.3,30.05,16.3,18.0,16.4
554,4,2012-01-30,64.0,41.0,53.0,48.0,51.0,12.0,0.0,723.0,1805.0,RA BR,0.0,0.2,29.5,30.24,2.5,18.0,3.9
555,6,2012-01-30,65.0,33.0,49.0,48.0,50.0,16.0,0.0,722.0,1805.0,RA BR,0.0,0.38,29.67,30.24,4.9,18.0,5.1
560,11,2012-01-30,64.0,30.0,47.0,31.0,40.0,18.0,0.0,719.0,1801.0,moderate,0.0,0.0,30.37,30.41,4.1,7.0,4.2
563,14,2012-01-30,65.0,35.0,50.0,38.0,45.0,15.0,0.0,731.0,1756.0,moderate,0.0,0.0,28.63,30.05,15.9,18.0,16.3
567,18,2012-01-30,68.0,42.0,55.0,43.0,50.0,10.0,0.0,724.0,1758.0,moderate,0.0,0.0,29.62,30.17,10.7,18.0,11.1
571,2,2012-01-31,45.0,24.0,35.0,21.0,29.0,30.0,0.0,702.0,1700.0,moderate,0.0,0.0,29.0,30.11,1.5,11.0,3.2
572,3,2012-01-31,72.0,45.0,59.0,48.0,53.0,6.0,0.0,725.0,1749.0,moderate,0.0,0.0,29.24,29.95,10.3,20.0,12.5
573,4,2012-01-31,73.0,58.0,66.0,58.0,60.0,0.0,1.0,722.0,1806.0,RA BR,0.0,0.04,29.38,30.09,3.5,18.0,4.2
574,6,2012-01-31,72.0,53.0,63.0,59.0,60.0,2.0,0.0,722.0,1806.0,RA BCFG BR,0.0,0.48,29.54,30.09,6.1,19.0,6.4
579,11,2012-01-31,71.0,34.0,53.0,44.0,48.0,12.0,0.0,718.0,1802.0,moderate,0.0,0.0,30.33,30.37,3.3,9.0,4.0
582,14,2012-01-31,66.0,44.0,55.0,44.0,50.0,10.0,0.0,731.0,1757.0,moderate,0.0,0.0,28.59,29.96,11.2,22.0,15.7
583,15,2012-01-31,31.0,18.0,25.0,23.0,25.0,40.0,0.0,703.0,1656.0,SN BR,0.7,0.03,29.77,30.14,1.8,35.0,2.5
586,18,2012-01-31,75.0,58.0,67.0,56.0,59.0,0.0,2.0,723.0,1759.0,moderate,0.0,0.0,29.51,30.03,10.7,18.0,11.1
587,19,2012-01-31,54.0,40.0,47.0,37.0,41.0,18.0,0.0,708.0,1703.0,HZ,0.0,0.0,29.03,29.79,14.6,23.0,15.1
590,2,2012-02-01,55.0,33.0,44.0,33.0,39.0,21.0,0.0,701.0,1701.0,RA,0.0,0.01,28.77,29.87,11.1,26.0,11.9
591,3,2012-02-01,67.0,37.0,52.0,32.0,43.0,13.0,0.0,725.0,1750.0,moderate,0.0,0.0,29.39,30.11,5.1,36.0,5.8
593,6,2012-02-01,77.0,57.0,67.0,62.0,63.0,0.0,2.0,721.0,1807.0,RA DZ FG+ BCFG BR,0.0,0.02,29.54,30.06,1.7,18.0,1.9
598,11,2012-02-01,77.0,48.0,63.0,52.0,57.0,2.0,0.0,718.0,1803.0,moderate,0.0,0.0,30.21,30.23,3.5,15.0,3.9
601,14,2012-02-01,65.0,37.0,51.0,32.0,42.0,14.0,0.0,730.0,1758.0,moderate,0.0,0.0,28.72,30.11,6.9,1.0,7.3
602,15,2012-02-01,45.0,27.0,36.0,30.0,32.0,29.0,0.0,702.0,1658.0,FG+ FZFG BR UP HZ,0.0,0.01,29.48,29.87,1.6,29.0,1.9
605,18,2012-02-01,73.0,52.0,63.0,55.0,58.0,2.0,0.0,722.0,1760.0,BR,0.0,0.01,29.55,30.06,1.3,29.0,4.2
606,19,2012-02-01,41.0,33.0,37.0,30.0,34.0,28.0,0.0,707.0,1704.0,HZ,0.0,0.0,29.35,30.1,4.4,31.0,5.6
609,2,2012-02-02,38.0,28.0,33.0,26.0,31.0,32.0,0.0,660.0,1703.0,BR,0.0,0.0,28.9,30.04,3.3,34.0,6.1
610,3,2012-02-02,67.0,30.0,49.0,38.0,45.0,16.0,0.0,724.0,1751.0,moderate,0.0,0.0,29.38,30.12,5.6,12.0,7.5
611,4,2012-02-02,72.0,54.0,63.0,59.0,61.0,2.0,0.0,721.0,1808.0,RA BR HZ,0.0,0.03,29.31,30.02,3.0,14.0,3.4
612,6,2012-02-02,75.0,51.0,63.0,60.0,61.0,2.0,0.0,721.0,1807.0,BCFG BR HZ,0.0,0.01,29.47,30.01,3.1,14.0,4.1
617,11,2012-02-02,78.0,54.0,66.0,56.0,60.0,0.0,1.0,717.0,1804.0,moderate,0.0,0.0,30.12,30.16,3.4,29.0,4.1
621,15,2012-02-02,40.0,27.0,34.0,23.0,30.0,31.0,0.0,701.0,1659.0,moderate,0.0,0.0,29.65,30.06,7.2,33.0,7.8
625,19,2012-02-02,36.0,30.0,33.0,30.0,32.0,32.0,0.0,706.0,1705.0,BR,0.0,0.0,29.55,30.29,3.1,25.0,4.6
628,2,2012-02-03,36.0,19.0,28.0,12.0,23.0,37.0,0.0,659.0,1704.0,moderate,0.0,0.0,29.15,30.31,9.0,31.0,10.3
629,3,2012-02-03,59.0,50.0,55.0,48.0,51.0,10.0,0.0,723.0,1752.0,RA DZ BR,0.0,0.84,29.22,29.95,6.7,13.0,11.0
630,4,2012-02-03,75.0,66.0,71.0,64.0,66.0,0.0,6.0,721.0,1808.0,TSRA RA,0.0,0.04,29.24,29.93,3.1,17.0,5.4
631,6,2012-02-03,76.0,67.0,72.0,66.0,67.0,0.0,7.0,720.0,1808.0,TSRA RA,0.0,0.02,29.4,29.93,8.3,17.0,8.8
639,14,2012-02-03,65.0,44.0,55.0,53.0,54.0,10.0,0.0,728.0,1800.0,TS RA DZ BR,0.0,0.21,28.55,29.91,4.0,16.0,16.5
640,15,2012-02-03,35.0,18.0,27.0,13.0,23.0,38.0,0.0,659.0,1700.0,moderate,0.0,0.0,29.91,30.31,7.4,31.0,7.8
644,19,2012-02-03,37.0,31.0,34.0,29.0,33.0,31.0,0.0,704.0,1707.0,BR HZ,0.0,0.0,29.68,30.45,3.5,5.0,4.4
647,2,2012-02-04,39.0,25.0,32.0,17.0,27.0,33.0,0.0,658.0,1705.0,moderate,0.0,0.0,29.05,30.17,7.8,29.0,9.2
649,4,2012-02-04,69.0,50.0,60.0,41.0,49.0,5.0,0.0,720.0,1809.0,TSRA RA BR,0.0,0.13,29.49,30.16,8.2,35.0,8.6
650,6,2012-02-04,70.0,50.0,60.0,46.0,51.0,5.0,0.0,719.0,1809.0,TS RA BR,0.0,1.7,29.65,30.14,13.8,35.0,14.4
655,11,2012-02-04,77.0,54.0,66.0,57.0,60.0,0.0,1.0,716.0,1806.0,BR,0.0,0.0,30.16,30.18,5.4,12.0,6.1
658,14,2012-02-04,44.0,38.0,41.0,33.0,38.0,24.0,0.0,728.0,1800.0,moderate,0.0,0.0,28.85,30.23,19.9,33.0,20.1
659,15,2012-02-04,36.0,20.0,28.0,14.0,24.0,37.0,0.0,658.0,1702.0,moderate,0.0,0.0,29.8,30.18,6.5,32.0,7.0
662,18,2012-02-04,56.0,44.0,50.0,39.0,45.0,15.0,0.0,720.0,1802.0,moderate,0.0,0.0,29.7,30.2,14.9,34.0,15.2
663,19,2012-02-04,40.0,29.0,35.0,27.0,33.0,30.0,0.0,703.0,1708.0,moderate,0.0,0.0,29.5,30.3,4.9,7.0,6.1
666,2,2012-02-05,33.0,17.0,25.0,7.0,20.0,40.0,0.0,657.0,1707.0,moderate,0.0,0.0,28.97,30.11,4.2,31.0,5.6
667,3,2012-02-05,50.0,33.0,42.0,30.0,37.0,23.0,0.0,721.0,1754.0,moderate,0.0,0.0,29.62,30.35,7.0,34.0,7.7
668,4,2012-02-05,50.0,41.0,46.0,36.0,42.0,19.0,0.0,719.0,1810.0,RA,0.0,0.09,29.62,30.32,7.9,36.0,8.0
669,6,2012-02-05,50.0,38.0,44.0,38.0,43.0,21.0,0.0,719.0,1810.0,RA,0.0,0.06,29.78,30.31,14.0,1.0,14.2
674,11,2012-02-05,81.0,55.0,68.0,58.0,62.0,0.0,3.0,715.0,1806.0,FG+ BR,0.0,0.0,30.01,30.05,3.4,26.0,4.3
677,14,2012-02-05,50.0,35.0,43.0,27.0,35.0,22.0,0.0,727.0,1801.0,moderate,0.0,0.0,28.96,30.37,12.3,36.0,12.7
678,15,2012-02-05,35.0,10.0,23.0,9.0,19.0,42.0,0.0,657.0,1703.0,moderate,0.0,0.0,29.73,30.11,3.4,31.0,4.3
681,18,2012-02-05,47.0,36.0,42.0,33.0,39.0,23.0,0.0,720.0,1803.0,moderate,0.0,0.0,29.82,30.35,9.0,35.0,9.6
682,19,2012-02-05,42.0,29.0,36.0,27.0,32.0,29.0,0.0,702.0,1709.0,HZ,0.0,0.0,29.49,30.28,3.1,33.0,5.8
685,2,2012-02-06,47.0,23.0,35.0,18.0,29.0,30.0,0.0,656.0,1708.0,moderate,0.0,0.0,28.84,29.94,14.4,26.0,14.6
686,3,2012-02-06,55.0,28.0,42.0,27.0,36.0,23.0,0.0,720.0,1755.0,moderate,0.0,0.0,29.52,30.28,0.3,16.0,2.1
688,6,2012-02-06,51.0,37.0,44.0,37.0,42.0,21.0,0.0,718.0,1811.0,moderate,0.0,0.0,29.72,30.28,4.8,2.0,5.6
693,11,2012-02-06,66.0,56.0,61.0,57.0,58.0,4.0,0.0,715.0,1807.0,BR HZ,0.0,0.0,30.06,30.1,7.3,4.0,7.4
696,14,2012-02-06,54.0,27.0,41.0,25.0,35.0,24.0,0.0,726.0,1802.0,moderate,0.0,0.0,28.85,30.28,0.7,3.0,3.1
697,15,2012-02-06,49.0,16.0,33.0,18.0,28.0,32.0,0.0,656.0,1705.0,moderate,0.0,0.0,29.52,29.89,5.0,24.0,5.9
700,18,2012-02-06,55.0,34.0,45.0,33.0,40.0,20.0,0.0,719.0,1803.0,moderate,0.0,0.0,29.73,30.28,1.1,2.0,2.8
701,19,2012-02-06,42.0,28.0,35.0,26.0,30.0,30.0,0.0,701.0,1711.0,BR HZ,0.0,0.0,29.36,30.14,9.4,26.0,9.7
704,2,2012-02-07,42.0,27.0,35.0,21.0,30.0,30.0,0.0,654.0,1709.0,moderate,0.0,0.0,28.87,30.02,8.1,29.0,9.1
706,4,2012-02-07,67.0,43.0,55.0,40.0,47.0,10.0,0.0,718.0,1812.0,moderate,0.0,0.0,29.52,30.23,0.9,5.0,2.5
707,6,2012-02-07,64.0,37.0,51.0,42.0,47.0,14.0,0.0,717.0,1812.0,moderate,0.0,0.0,29.7,30.23,1.6,3.0,2.0
712,11,2012-02-07,70.0,49.0,60.0,51.0,55.0,5.0,0.0,714.0,1808.0,BR,0.0,0.0,30.07,30.11,5.6,4.0,6.3
715,14,2012-02-07,54.0,35.0,45.0,31.0,38.0,20.0,0.0,725.0,1803.0,moderate,0.0,0.0,28.9,30.29,8.6,35.0,9.0
716,15,2012-02-07,42.0,20.0,31.0,20.0,28.0,34.0,0.0,655.0,1706.0,moderate,0.0,0.0,29.59,30.03,6.4,33.0,7.7
719,18,2012-02-07,60.0,45.0,53.0,40.0,46.0,12.0,0.0,718.0,1804.0,moderate,0.0,0.0,29.73,30.25,2.4,36.0,4.2
723,2,2012-02-08,34.0,16.0,25.0,8.0,22.0,40.0,0.0,653.0,1711.0,moderate,0.0,0.0,29.08,30.2,4.0,25.0,5.6
724,3,2012-02-08,41.0,34.0,38.0,32.0,36.0,27.0,0.0,718.0,1757.0,BR HZ,0.0,0.0,29.68,30.43,4.4,34.0,4.5
725,4,2012-02-08,56.0,41.0,49.0,38.0,43.0,16.0,0.0,717.0,1813.0,moderate,0.0,0.0,29.67,30.39,3.9,36.0,5.7
726,6,2012-02-08,57.0,40.0,49.0,40.0,44.0,16.0,0.0,717.0,1813.0,moderate,0.0,0.0,29.84,30.38,9.2,1.0,9.8
731,11,2012-02-08,73.0,45.0,59.0,44.0,50.0,6.0,0.0,713.0,1809.0,BR,0.0,0.0,30.08,30.12,3.5,34.0,4.7
734,14,2012-02-08,38.0,28.0,33.0,27.0,32.0,32.0,0.0,724.0,1804.0,moderate,0.0,0.0,29.0,30.43,5.1,34.0,7.5
735,15,2012-02-08,37.0,10.0,24.0,7.0,20.0,41.0,0.0,653.0,1707.0,moderate,0.0,0.0,29.83,30.2,1.6,21.0,3.4
738,18,2012-02-08,47.0,41.0,44.0,35.0,40.0,21.0,0.0,717.0,1805.0,moderate,0.0,0.0,29.88,30.41,6.7,35.0,7.3
739,19,2012-02-08,34.0,20.0,27.0,11.0,22.0,38.0,0.0,659.0,1713.0,moderate,0.0,0.0,29.55,30.34,7.8,29.0,8.3
742,2,2012-02-09,43.0,27.0,35.0,11.0,26.0,30.0,0.0,652.0,1712.0,moderate,0.0,0.0,28.9,30.03,10.4,28.0,11.0
743,3,2012-02-09,48.0,37.0,43.0,33.0,38.0,22.0,0.0,717.0,1758.0,RA BR,0.0,0.12,29.49,30.26,1.8,16.0,2.8
744,4,2012-02-09,58.0,37.0,48.0,39.0,44.0,17.0,0.0,716.0,1814.0,BR HZ,0.0,0.0,29.52,30.25,1.2,12.0,3.5
745,6,2012-02-09,58.0,34.0,46.0,40.0,44.0,19.0,0.0,716.0,1813.0,BCFG BR HZ,0.0,0.0,29.68,30.25,1.7,11.0,5.5
750,11,2012-02-09,68.0,42.0,55.0,42.0,48.0,10.0,0.0,712.0,1810.0,moderate,0.0,0.0,30.14,30.18,5.1,2.0,6.2
753,14,2012-02-09,42.0,27.0,35.0,31.0,34.0,30.0,0.0,723.0,1805.0,RA DZ BR HZ,0.0,0.25,28.79,30.24,4.6,14.0,6.9
754,15,2012-02-09,44.0,20.0,32.0,14.0,26.0,33.0,0.0,652.0,1709.0,moderate,0.0,0.0,29.62,30.01,3.4,29.0,3.9
757,18,2012-02-09,56.0,34.0,45.0,37.0,42.0,20.0,0.0,716.0,1806.0,RA,0.0,0.02,29.68,30.24,5.2,15.0,5.9
758,19,2012-02-09,37.0,20.0,29.0,14.0,24.0,36.0,0.0,657.0,1715.0,moderate,0.0,0.0,29.36,30.17,11.2,24.0,11.4
761,2,2012-02-10,46.0,28.0,37.0,17.0,30.0,28.0,0.0,651.0,1713.0,moderate,0.0,0.0,28.9,30.0,8.5,23.0,9.2
763,4,2012-02-10,65.0,48.0,57.0,40.0,47.0,8.0,0.0,716.0,1814.0,RA BR,0.0,0.15,29.49,30.18,4.0,34.0,5.2
764,6,2012-02-10,65.0,41.0,53.0,43.0,48.0,12.0,0.0,715.0,1814.0,RA DZ BR,0.0,0.1,29.68,30.22,5.3,36.0,7.1
769,11,2012-02-10,73.0,50.0,62.0,54.0,57.0,3.0,0.0,712.0,1811.0,RA BR,0.0,0.02,30.02,30.04,1.4,31.0,3.8
772,14,2012-02-10,41.0,26.0,34.0,25.0,30.0,31.0,0.0,722.0,1806.0,FG+ FZFG BR,0.0,0.0,28.86,30.26,15.1,35.0,16.1
773,15,2012-02-10,49.0,15.0,32.0,17.0,27.0,33.0,0.0,651.0,1710.0,moderate,0.0,0.0,29.62,29.99,2.8,21.0,3.2
776,18,2012-02-10,58.0,35.0,47.0,38.0,44.0,18.0,0.0,715.0,1807.0,RA BR,0.0,0.11,29.68,30.18,7.5,34.0,11.0
780,2,2012-02-11,38.0,23.0,31.0,21.0,28.0,34.0,0.0,649.0,1714.0,SN BR,0.5,0.01,28.59,29.67,5.4,35.0,8.0
781,3,2012-02-11,30.0,17.0,24.0,8.0,19.0,41.0,0.0,715.0,1800.0,moderate,0.0,0.0,29.92,30.65,10.8,36.0,11.3
782,4,2012-02-11,50.0,35.0,43.0,23.0,35.0,22.0,0.0,715.0,1815.0,moderate,0.0,0.0,29.77,30.46,8.1,2.0,8.7
783,6,2012-02-11,50.0,35.0,43.0,25.0,36.0,22.0,0.0,714.0,1815.0,moderate,0.0,0.0,29.93,30.45,16.3,2.0,16.6
788,11,2012-02-11,59.0,34.0,47.0,35.0,44.0,18.0,0.0,711.0,1811.0,BR HZ,0.0,0.05,29.93,29.99,12.0,30.0,12.6
791,14,2012-02-11,28.0,19.0,24.0,8.0,19.0,41.0,0.0,721.0,1807.0,moderate,0.0,0.0,29.18,30.62,12.9,2.0,13.3
792,15,2012-02-11,39.0,19.0,29.0,20.0,28.0,36.0,0.0,650.0,1711.0,moderate,0.0,0.0,29.34,29.7,6.5,33.0,7.0
795,18,2012-02-11,38.0,29.0,34.0,15.0,28.0,31.0,0.0,714.0,1808.0,moderate,0.0,0.0,30.03,30.54,11.3,1.0,11.7
796,19,2012-02-11,18.0,7.0,13.0,-1.0,10.0,52.0,0.0,655.0,1717.0,moderate,0.0,0.0,29.55,30.34,16.1,30.0,16.5
799,2,2012-02-12,23.0,11.0,17.0,0.0,13.0,48.0,0.0,648.0,1716.0,moderate,0.0,0.0,28.53,29.7,15.8,30.0,16.4
807,11,2012-02-12,48.0,24.0,36.0,9.0,27.0,29.0,0.0,710.0,1812.0,moderate,0.0,0.0,30.27,30.32,4.7,31.0,5.0
810,14,2012-02-12,36.0,18.0,27.0,13.0,23.0,38.0,0.0,720.0,1808.0,SN BR,0.9,0.04,28.94,30.43,9.3,15.0,11.0
811,15,2012-02-12,21.0,9.0,15.0,-2.0,10.0,50.0,0.0,648.0,1713.0,moderate,0.0,0.0,29.31,29.72,13.0,31.0,13.2
815,19,2012-02-12,33.0,14.0,24.0,2.0,18.0,41.0,0.0,653.0,1719.0,moderate,0.0,0.0,29.47,30.27,11.7,28.0,12.0
819,3,2012-02-13,37.0,31.0,34.0,31.0,33.0,31.0,0.0,713.0,1801.0,DZ FZDZ SN BR,1.2,0.1,29.18,29.97,13.5,18.0,13.8
820,4,2012-02-13,64.0,39.0,52.0,44.0,46.0,13.0,0.0,713.0,1817.0,RA BR HZ,0.0,0.25,29.24,30.0,1.1,11.0,2.7
821,6,2012-02-13,65.0,39.0,52.0,44.0,46.0,13.0,0.0,713.0,1817.0,RA BCFG BR,0.0,0.19,29.41,30.0,0.7,5.0,4.2
826,11,2012-02-13,60.0,21.0,41.0,24.0,34.0,24.0,0.0,709.0,1813.0,moderate,0.0,0.0,30.22,30.25,2.1,12.0,2.6
829,14,2012-02-13,38.0,27.0,33.0,30.0,32.0,32.0,0.0,719.0,1809.0,FZDZ SN BR,0.9,0.03,28.48,29.93,14.8,18.0,15.1
830,15,2012-02-13,39.0,6.0,23.0,10.0,20.0,42.0,0.0,647.0,1714.0,moderate,0.0,0.0,29.43,29.84,4.7,25.0,7.3
834,19,2012-02-13,31.0,16.0,24.0,15.0,22.0,41.0,0.0,652.0,1720.0,SN BR,0.4,0.03,29.23,30.04,6.1,20.0,6.8
837,2,2012-02-14,40.0,27.0,34.0,11.0,26.0,31.0,0.0,645.0,1718.0,moderate,0.0,0.0,28.91,30.05,6.4,24.0,7.6
838,3,2012-02-14,52.0,30.0,41.0,35.0,38.0,24.0,0.0,712.0,1802.0,FG+ FZFG BR,0.0,0.0,29.2,29.94,4.9,16.0,6.1
845,11,2012-02-14,68.0,35.0,52.0,46.0,50.0,13.0,0.0,708.0,1814.0,RA BR,0.0,0.11,30.06,30.09,1.3,18.0,3.4
848,14,2012-02-14,51.0,24.0,38.0,35.0,36.0,27.0,0.0,718.0,1810.0,DZ FG+ FG FZFG BR,0.0,0.01,28.5,29.91,6.3,17.0,7.0
849,15,2012-02-14,40.0,13.0,27.0,17.0,24.0,38.0,0.0,646.0,1715.0,moderate,0.0,0.0,29.65,30.05,0.8,20.0,1.3
852,18,2012-02-14,65.0,45.0,55.0,47.0,49.0,10.0,0.0,712.0,1811.0,FG+ BR,0.0,0.0,29.38,29.92,10.8,13.0,11.2
857,3,2012-02-15,52.0,42.0,47.0,45.0,46.0,18.0,0.0,711.0,1803.0,RA DZ BR,0.0,0.17,29.2,29.92,6.0,15.0,8.5
864,11,2012-02-15,66.0,58.0,62.0,59.0,60.0,3.0,0.0,707.0,1815.0,FG+ FG BR,0.0,0.06,30.12,30.17,2.4,5.0,3.8
867,14,2012-02-15,67.0,42.0,55.0,42.0,47.0,10.0,0.0,717.0,1811.0,DZ FG+ BR,0.0,0.11,28.53,29.89,5.0,23.0,14.5
